"ligand","receptor","file"
"ADORA2B","TXLNA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","VEGFA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","VEGFB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","VEGFC","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","VIP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT10A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT10B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT11","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT16","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT2B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT3A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT5A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT5B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT7A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT7B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT8A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT8B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT9A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADORA2B","WNT9B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1A","ADRA1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1A","ADRA1D","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1A","BMP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1A","CXCR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1A","CXCR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","ADRA1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","AHSG","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","ALB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","AOAH","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","AP2M1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","APOA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","APOA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","APOA4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","APOC1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","APOC2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","APOC3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","APOE","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","CFB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","CFD","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","CFH","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","CLU","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","CP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","CST3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","CTSL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","DCD","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","DRD4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","ELN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","F2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","F7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","FGA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","FGFR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","FN1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","GABBR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","GSN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","HP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","HPX","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","ICAM4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","ITGA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","ITGB5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","ITIH1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","KLK3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","KRT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","LTBP4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","OR2T6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","OR3A2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","OR8D2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","PAPPA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","PF4V1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","PPBP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","PRSS3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","RYR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","SAA4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","SERPIND1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","SERPING1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","SLC1A5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","TGM4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1B","TTR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA1D","ADRA1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA2A","ADRA2A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA2A","ADRB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA2A","ADRBK1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA2A","GRIA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA2A","SFTPB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRA2C","SFTPB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB1","ADRA2A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB1","ADRB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB1","DLG1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB1","DRD4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB1","EGFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","ADRB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","ADRB3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","ADRBK1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","ALDOA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","ATP1B3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","C1QBP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","CCKBR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","CD4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","CD9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","CGA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","CGB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","CGB5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","CGB7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","CGB8","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","ESR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","GPR37","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","GPRC5B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","GRIA3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","HLA-B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","HLA-C","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","HNF4A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","HSD17B12","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","HSP90B1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","HTR4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","IL1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","IL6R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","INHBA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","INSR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","KRT1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","LHB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","MRAP2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","OPRD1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","PLA2G2D","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","PON2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","PRL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","PTGER1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","SLC1A5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","SLC52A2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","SLC9A3R1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","SV2A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","TFRC","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","TSHR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","VCP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB2","VEGFB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRB3","ADRB3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","ADIPOR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","ADORA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","ADORA3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","ADRA2B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","ADRA2C","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","ADRB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","ADRB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","ADRB3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","AGT","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","AGTR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","BDKRB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","BDKRB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CCR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CCR4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CCR5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CHRM1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CHRM2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CHRM3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CHRM4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CHRM5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CXCL12","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CXCL8","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CXCR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","CXCR4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","DRD2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","DRD4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","EDNRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","EGF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","EGFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","EPHA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","FPR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","FSHR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","GNRHR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","GRM1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","GRM2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","GRM3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","GRM4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","GRM5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","GRM6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","GRM7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","GRM8","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HNRNPM","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HRH1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HRH2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HSP90AA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HTR1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HTR1B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HTR1D","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HTR1E","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HTR1F","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HTR4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HTR5A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HTR6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","HTR7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","IGF1R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","KCNIP3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","MC4R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","OPRD1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","OPRK1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","OPRL1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","OPRM1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","PDGFRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","PTCH1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","PTPRF","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","RHO","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","RXRB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","SMO","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","SNCA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","SSTR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","SSTR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","SSTR3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","SSTR4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","SSTR5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","TBXA2R","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"ADRBK1","VDR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AFP","CCR5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AFP","HLA-B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AFP","HMGB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AFP","VPS37B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","AGER","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","APP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","EGFR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","HMGB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","ITGAM","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","ITGB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","NRP1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","S100A12","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","S100B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","S100P","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","SAA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGER","TTR","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","ALDOA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","ANXA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","APP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","CTSB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","CUTA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","DAG1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","ESR1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","FCGBP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","IL20RA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","MUC2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","PTGDS","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","PTPRH","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR2","SERPINF1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR3","DAG1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR3","ESR2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGR3","TGFB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","APOA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","APOA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","APOA4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","APOB","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","APOC2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","APOC3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","APOE","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","APP","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","BCAN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","BGN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","CACNA1A","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","CD44","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL10A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL11A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL11A2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL12A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL15A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL16A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL18A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL19A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL1A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL1A2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL2A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL3A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL4A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL4A2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL4A3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL4A4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL4A5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL4A6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL5A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL5A2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL6A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL6A2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL7A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL8A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL8A2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL9A1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL9A2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","COL9A3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","DAG1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","DCN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ELN","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","FN1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","GPC1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","GPC4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","HSPG2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA10","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA11","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA2B","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA8","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGA9","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGAD","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGAE","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGAL","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGAM","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGAV","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGAX","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGB1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGB2","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGB3","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGB4","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGB5","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGB6","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGB7","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","ITGB8","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","KERA","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
"AGRN","LAMA1","receptor_ligand_interactions_mitab_v1.0_April2017.xlsx"
