ligand	receptor	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dip_url	ligand_original	receptor_original	ligand_category	receptor_category
FGF20	TIE1	1	1	0	1	1	0	NA	Q9NP95	P35590	ligand	receptor
FGF20	AXL	1	1	0	1	1	0	NA	Q9NP95	P30530	ligand	receptor
FGF20	IGF1R	1	1	0	1	1	0	NA	Q9NP95	P08069	ligand	receptor
FGF20	FGFR3	1	1	0	1	1	0	NA	Q9NP95	P22607	ligand	receptor
FGF20	FLT3	1	1	0	1	1	0	NA	Q9NP95	P36888	ligand	receptor
FGF20	EPHA2	1	1	0	1	1	0	NA	Q9NP95	P29317	ligand	receptor
FGF20	EPHA8	1	1	0	1	1	0	NA	Q9NP95	P29322	ligand	receptor
FGF20	EGFR	1	1	0	1	1	0	NA	Q9NP95	P00533	ligand	receptor
FGF20	FGFR4	1	1	0	1	1	0	NA	Q9NP95	P22455	ligand	receptor
FGF20	FGFR1	1	1	0	1	1	0	NA	Q9NP95	P11362	ligand	receptor
FGF20	EPHB4	1	1	0	1	1	0	NA	Q9NP95	P54760	ligand	receptor
FGF20	MERTK	1	1	0	1	1	0	NA	Q9NP95	Q12866	ligand	receptor
FGF20	EPHA7	1	1	0	1	1	0	NA	Q9NP95	Q15375	ligand	receptor
FGF20	EPHA5	1	1	0	1	1	0	NA	Q9NP95	P54756	ligand	receptor
FGF20	LMTK2	1	1	0	1	1	0	NA	Q9NP95	Q8IWU2	ligand	receptor
FGF20	INSR	1	1	0	1	1	0	NA	Q9NP95	P06213	ligand	receptor
FGF20	ERBB2	1	1	0	1	1	0	NA	Q9NP95	P04626	ligand	receptor
FGF20	KIT	1	1	0	1	1	0	NA	Q9NP95	P10721	ligand	receptor
FGF20	EPHA6	1	1	0	1	1	0	NA	Q9NP95	Q9UF33	ligand	receptor
FGF20	MST1R	1	1	0	1	1	0	NA	Q9NP95	Q04912	ligand	receptor
FGF20	ROR2	1	1	0	1	1	0	NA	Q9NP95	Q01974	ligand	receptor
FGF20	INSRR	1	1	0	1	1	0	NA	Q9NP95	P14616	ligand	receptor
FGF20	LTK	1	1	0	1	1	0	NA	Q9NP95	P29376	ligand	receptor
FGF20	PDGFRA	1	1	0	1	1	0	NA	Q9NP95	P16234	ligand	receptor
FGF20	CSF1R	1	1	0	1	1	0	NA	Q9NP95	P07333	ligand	receptor
FGF20	DDR2	1	1	0	1	1	0	NA	Q9NP95	Q16832	ligand	receptor
FGF20	DDR1	1	1	0	1	1	0	NA	Q9NP95	Q08345	ligand	receptor
FGF20	EPHA3	1	1	0	1	1	0	NA	Q9NP95	P29320	ligand	receptor
FGF20	EPHA4	1	1	0	1	1	0	NA	Q9NP95	P54764	ligand	receptor
FGF20	PDGFRB	1	1	0	1	1	0	NA	Q9NP95	P09619	ligand	receptor
FGF20	MUSK	1	1	0	1	1	0	NA	Q9NP95	O15146	ligand	receptor
FGF20	ROR1	1	1	0	1	1	0	NA	Q9NP95	Q01973	ligand	receptor
FGF20	NTRK3	1	1	0	1	1	0	NA	Q9NP95	Q16288	ligand	receptor
FGF20	TEK	1	1	0	1	1	0	NA	Q9NP95	Q02763	ligand	receptor
FGF20	ROS1	1	1	0	1	1	0	NA	Q9NP95	P08922	ligand	receptor
FGF20	PTK7	1	1	0	1	1	0	NA	Q9NP95	Q13308	ligand	receptor
FGF20	TYRO3	1	1	0	1	1	0	NA	Q9NP95	Q06418	ligand	receptor
FGF20	RET	1	1	0	1	1	0	NA	Q9NP95	P07949	ligand	receptor
FGF20	NTRK2	1	1	0	1	1	0	NA	Q9NP95	Q16620	ligand	receptor
FGF20	NTRK1	1	1	0	1	1	0	NA	Q9NP95	P04629	ligand	receptor
FGF20	AATK	1	1	0	1	1	0	NA	Q9NP95	Q6ZMQ8	ligand	receptor
FGF20	EPHB1	1	1	0	1	1	0	NA	Q9NP95	P54762	ligand	receptor
FGF20	EPHB2	1	1	0	1	1	0	NA	Q9NP95	P29323	ligand	receptor
FGF20	ERBB4	1	1	0	1	1	0	NA	Q9NP95	Q15303	ligand	receptor
FGF20	ERBB3	1	1	0	1	1	0	NA	Q9NP95	P21860	ligand	receptor
FGF20	EPHA1	1	1	0	1	1	0	NA	Q9NP95	P21709	ligand	receptor
FGF20	FLT4	1	1	0	1	1	0	NA	Q9NP95	P35916	ligand	receptor
FGF20	RYK	1	1	0	1	1	0	NA	Q9NP95	P34925	ligand	receptor
FGF20	KDR	1	1	0	1	1	0	NA	Q9NP95	P35968	ligand	receptor
FGF20	FLT1	1	1	0	1	1	0	NA	Q9NP95	P17948	ligand	receptor
EREG	FGFR2	1	1	0	1	1	0	NA	O14944	P21802	ligand	receptor
EREG	ALK	1	1	0	1	1	0	NA	O14944	Q9UM73	ligand	receptor
EREG	EPHB3	1	1	0	1	1	0	NA	O14944	P54753	ligand	receptor
EREG	MET	1	1	0	1	1	0	NA	O14944	P08581	ligand	receptor
EREG	TIE1	1	1	0	1	1	0	NA	O14944	P35590	ligand	receptor
EREG	AXL	1	1	0	1	1	0	NA	O14944	P30530	ligand	receptor
EREG	IGF1R	1	1	0	1	1	0	NA	O14944	P08069	ligand	receptor
EREG	FGFR3	1	1	0	1	1	0	NA	O14944	P22607	ligand	receptor
EREG	FLT3	1	1	0	1	1	0	NA	O14944	P36888	ligand	receptor
EREG	EPHA2	1	1	0	1	1	0	NA	O14944	P29317	ligand	receptor
EREG	EPHA8	1	1	0	1	1	0	NA	O14944	P29322	ligand	receptor
EREG	FGFR4	1	1	0	1	1	0	NA	O14944	P22455	ligand	receptor
EREG	FGFR1	1	1	0	1	1	0	NA	O14944	P11362	ligand	receptor
EREG	EPHB4	1	1	0	1	1	0	NA	O14944	P54760	ligand	receptor
EREG	MERTK	1	1	0	1	1	0	NA	O14944	Q12866	ligand	receptor
EREG	EPHA7	1	1	0	1	1	0	NA	O14944	Q15375	ligand	receptor
EREG	EPHA5	1	1	0	1	1	0	NA	O14944	P54756	ligand	receptor
EREG	LMTK2	1	1	0	1	1	0	NA	O14944	Q8IWU2	ligand	receptor
EREG	INSR	1	1	0	1	1	0	NA	O14944	P06213	ligand	receptor
EREG	ERBB2	1	1	0	1	1	0	NA	O14944	P04626	ligand	receptor
EREG	KIT	1	1	0	1	1	0	NA	O14944	P10721	ligand	receptor
EREG	EPHA6	1	1	0	1	1	0	NA	O14944	Q9UF33	ligand	receptor
EREG	MST1R	1	1	0	1	1	0	NA	O14944	Q04912	ligand	receptor
EREG	ROR2	1	1	0	1	1	0	NA	O14944	Q01974	ligand	receptor
EREG	INSRR	1	1	0	1	1	0	NA	O14944	P14616	ligand	receptor
EREG	LTK	1	1	0	1	1	0	NA	O14944	P29376	ligand	receptor
EREG	PDGFRA	1	1	0	1	1	0	NA	O14944	P16234	ligand	receptor
EREG	CSF1R	1	1	0	1	1	0	NA	O14944	P07333	ligand	receptor
EREG	DDR2	1	1	0	1	1	0	NA	O14944	Q16832	ligand	receptor
EREG	DDR1	1	1	0	1	1	0	NA	O14944	Q08345	ligand	receptor
EREG	EPHA3	1	1	0	1	1	0	NA	O14944	P29320	ligand	receptor
EREG	EPHA4	1	1	0	1	1	0	NA	O14944	P54764	ligand	receptor
EREG	PDGFRB	1	1	0	1	1	0	NA	O14944	P09619	ligand	receptor
EREG	MUSK	1	1	0	1	1	0	NA	O14944	O15146	ligand	receptor
EREG	ROR1	1	1	0	1	1	0	NA	O14944	Q01973	ligand	receptor
EREG	NTRK3	1	1	0	1	1	0	NA	O14944	Q16288	ligand	receptor
EREG	TEK	1	1	0	1	1	0	NA	O14944	Q02763	ligand	receptor
EREG	ROS1	1	1	0	1	1	0	NA	O14944	P08922	ligand	receptor
EREG	PTK7	1	1	0	1	1	0	NA	O14944	Q13308	ligand	receptor
EREG	TYRO3	1	1	0	1	1	0	NA	O14944	Q06418	ligand	receptor
EREG	RET	1	1	0	1	1	0	NA	O14944	P07949	ligand	receptor
EREG	NTRK2	1	1	0	1	1	0	NA	O14944	Q16620	ligand	receptor
EREG	NTRK1	1	1	0	1	1	0	NA	O14944	P04629	ligand	receptor
EREG	AATK	1	1	0	1	1	0	NA	O14944	Q6ZMQ8	ligand	receptor
EREG	EPHB1	1	1	0	1	1	0	NA	O14944	P54762	ligand	receptor
EREG	EPHB2	1	1	0	1	1	0	NA	O14944	P29323	ligand	receptor
EREG	EPHA1	1	1	0	1	1	0	NA	O14944	P21709	ligand	receptor
EREG	FLT4	1	1	0	1	1	0	NA	O14944	P35916	ligand	receptor
EREG	RYK	1	1	0	1	1	0	NA	O14944	P34925	ligand	receptor
EREG	KDR	1	1	0	1	1	0	NA	O14944	P35968	ligand	receptor
EREG	FLT1	1	1	0	1	1	0	NA	O14944	P17948	ligand	receptor
FGF23	FGFR2	1	1	0	1	1	0	NA	Q9GZV9	P21802	ligand	receptor
FGF23	ALK	1	1	0	1	1	0	NA	Q9GZV9	Q9UM73	ligand	receptor
FGF23	EPHB3	1	1	0	1	1	0	NA	Q9GZV9	P54753	ligand	receptor
FGF23	MET	1	1	0	1	1	0	NA	Q9GZV9	P08581	ligand	receptor
FGF23	TIE1	1	1	0	1	1	0	NA	Q9GZV9	P35590	ligand	receptor
FGF23	AXL	1	1	0	1	1	0	NA	Q9GZV9	P30530	ligand	receptor
FGF23	IGF1R	1	1	0	1	1	0	NA	Q9GZV9	P08069	ligand	receptor
FGF23	FGFR3	1	1	0	1	1	0	NA	Q9GZV9	P22607	ligand	receptor
FGF23	FLT3	1	1	0	1	1	0	NA	Q9GZV9	P36888	ligand	receptor
FGF23	EPHA2	1	1	0	1	1	0	NA	Q9GZV9	P29317	ligand	receptor
FGF23	EPHA8	1	1	0	1	1	0	NA	Q9GZV9	P29322	ligand	receptor
FGF23	EGFR	1	1	0	1	1	0	NA	Q9GZV9	P00533	ligand	receptor
FGF23	FGFR4	1	1	0	1	1	0	NA	Q9GZV9	P22455	ligand	receptor
FGF23	FGFR1	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=185469	Q9GZV9	P11362	ligand	receptor
FGF23	EPHB4	1	1	0	1	1	0	NA	Q9GZV9	P54760	ligand	receptor
FGF23	MERTK	1	1	0	1	1	0	NA	Q9GZV9	Q12866	ligand	receptor
FGF23	EPHA7	1	1	0	1	1	0	NA	Q9GZV9	Q15375	ligand	receptor
FGF23	EPHA5	1	1	0	1	1	0	NA	Q9GZV9	P54756	ligand	receptor
FGF23	LMTK2	1	1	0	1	1	0	NA	Q9GZV9	Q8IWU2	ligand	receptor
FGF23	INSR	1	1	0	1	1	0	NA	Q9GZV9	P06213	ligand	receptor
FGF23	ERBB2	1	1	0	1	1	0	NA	Q9GZV9	P04626	ligand	receptor
FGF23	KIT	1	1	0	1	1	0	NA	Q9GZV9	P10721	ligand	receptor
FGF23	EPHA6	1	1	0	1	1	0	NA	Q9GZV9	Q9UF33	ligand	receptor
FGF23	MST1R	1	1	0	1	1	0	NA	Q9GZV9	Q04912	ligand	receptor
FGF23	ROR2	1	1	0	1	1	0	NA	Q9GZV9	Q01974	ligand	receptor
FGF23	INSRR	1	1	0	1	1	0	NA	Q9GZV9	P14616	ligand	receptor
FGF23	LTK	1	1	0	1	1	0	NA	Q9GZV9	P29376	ligand	receptor
FGF23	PDGFRA	1	1	0	1	1	0	NA	Q9GZV9	P16234	ligand	receptor
FGF23	CSF1R	1	1	0	1	1	0	NA	Q9GZV9	P07333	ligand	receptor
FGF23	DDR2	1	1	0	1	1	0	NA	Q9GZV9	Q16832	ligand	receptor
FGF23	DDR1	1	1	0	1	1	0	NA	Q9GZV9	Q08345	ligand	receptor
FGF23	EPHA3	1	1	0	1	1	0	NA	Q9GZV9	P29320	ligand	receptor
FGF23	EPHA4	1	1	0	1	1	0	NA	Q9GZV9	P54764	ligand	receptor
FGF23	PDGFRB	1	1	0	1	1	0	NA	Q9GZV9	P09619	ligand	receptor
FGF23	MUSK	1	1	0	1	1	0	NA	Q9GZV9	O15146	ligand	receptor
FGF23	ROR1	1	1	0	1	1	0	NA	Q9GZV9	Q01973	ligand	receptor
FGF23	NTRK3	1	1	0	1	1	0	NA	Q9GZV9	Q16288	ligand	receptor
FGF23	TEK	1	1	0	1	1	0	NA	Q9GZV9	Q02763	ligand	receptor
FGF23	ROS1	1	1	0	1	1	0	NA	Q9GZV9	P08922	ligand	receptor
FGF23	PTK7	1	1	0	1	1	0	NA	Q9GZV9	Q13308	ligand	receptor
FGF23	TYRO3	1	1	0	1	1	0	NA	Q9GZV9	Q06418	ligand	receptor
FGF23	RET	1	1	0	1	1	0	NA	Q9GZV9	P07949	ligand	receptor
FGF23	NTRK2	1	1	0	1	1	0	NA	Q9GZV9	Q16620	ligand	receptor
FGF23	NTRK1	1	1	0	1	1	0	NA	Q9GZV9	P04629	ligand	receptor
FGF23	AATK	1	1	0	1	1	0	NA	Q9GZV9	Q6ZMQ8	ligand	receptor
FGF23	EPHB1	1	1	0	1	1	0	NA	Q9GZV9	P54762	ligand	receptor
FGF23	EPHB2	1	1	0	1	1	0	NA	Q9GZV9	P29323	ligand	receptor
FGF23	ERBB4	1	1	0	1	1	0	NA	Q9GZV9	Q15303	ligand	receptor
FGF23	ERBB3	1	1	0	1	1	0	NA	Q9GZV9	P21860	ligand	receptor
FGF23	EPHA1	1	1	0	1	1	0	NA	Q9GZV9	P21709	ligand	receptor
FGF23	FLT4	1	1	0	1	1	0	NA	Q9GZV9	P35916	ligand	receptor
FGF23	RYK	1	1	0	1	1	0	NA	Q9GZV9	P34925	ligand	receptor
FGF23	KDR	1	1	0	1	1	0	NA	Q9GZV9	P35968	ligand	receptor
FGF23	FLT1	1	1	0	1	1	0	NA	Q9GZV9	P17948	ligand	receptor
PDGFC	FGFR2	1	1	0	1	1	0	NA	Q9NRA1	P21802	ligand	receptor
PDGFC	ALK	1	1	0	1	1	0	NA	Q9NRA1	Q9UM73	ligand	receptor
PDGFC	EPHB3	1	1	0	1	1	0	NA	Q9NRA1	P54753	ligand	receptor
PDGFC	MET	1	1	0	1	1	0	NA	Q9NRA1	P08581	ligand	receptor
PDGFC	TIE1	1	1	0	1	1	0	NA	Q9NRA1	P35590	ligand	receptor
PDGFC	AXL	1	1	0	1	1	0	NA	Q9NRA1	P30530	ligand	receptor
PDGFC	IGF1R	1	1	0	1	1	0	NA	Q9NRA1	P08069	ligand	receptor
PDGFC	FGFR3	1	1	0	1	1	0	NA	Q9NRA1	P22607	ligand	receptor
PDGFC	FLT3	1	1	0	1	1	0	NA	Q9NRA1	P36888	ligand	receptor
PDGFC	EPHA2	1	1	0	1	1	0	NA	Q9NRA1	P29317	ligand	receptor
PDGFC	EPHA8	1	1	0	1	1	0	NA	Q9NRA1	P29322	ligand	receptor
PDGFC	EGFR	1	1	0	1	1	0	NA	Q9NRA1	P00533	ligand	receptor
PDGFC	FGFR4	1	1	0	1	1	0	NA	Q9NRA1	P22455	ligand	receptor
PDGFC	FGFR1	1	1	0	1	1	0	NA	Q9NRA1	P11362	ligand	receptor
PDGFC	EPHB4	1	1	0	1	1	0	NA	Q9NRA1	P54760	ligand	receptor
PDGFC	MERTK	1	1	0	1	1	0	NA	Q9NRA1	Q12866	ligand	receptor
PDGFC	EPHA7	1	1	0	1	1	0	NA	Q9NRA1	Q15375	ligand	receptor
PDGFC	EPHA5	1	1	0	1	1	0	NA	Q9NRA1	P54756	ligand	receptor
PDGFC	LMTK2	1	1	0	1	1	0	NA	Q9NRA1	Q8IWU2	ligand	receptor
PDGFC	INSR	1	1	0	1	1	0	NA	Q9NRA1	P06213	ligand	receptor
PDGFC	ERBB2	1	1	0	1	1	0	NA	Q9NRA1	P04626	ligand	receptor
PDGFC	KIT	1	1	0	1	1	0	NA	Q9NRA1	P10721	ligand	receptor
PDGFC	EPHA6	1	1	0	1	1	0	NA	Q9NRA1	Q9UF33	ligand	receptor
PDGFC	MST1R	1	1	0	1	1	0	NA	Q9NRA1	Q04912	ligand	receptor
PDGFC	ROR2	1	1	0	1	1	0	NA	Q9NRA1	Q01974	ligand	receptor
PDGFC	INSRR	1	1	0	1	1	0	NA	Q9NRA1	P14616	ligand	receptor
PDGFC	LTK	1	1	0	1	1	0	NA	Q9NRA1	P29376	ligand	receptor
PDGFC	CSF1R	1	1	0	1	1	0	NA	Q9NRA1	P07333	ligand	receptor
PDGFC	DDR2	1	1	0	1	1	0	NA	Q9NRA1	Q16832	ligand	receptor
PDGFC	DDR1	1	1	0	1	1	0	NA	Q9NRA1	Q08345	ligand	receptor
PDGFC	EPHA3	1	1	0	1	1	0	NA	Q9NRA1	P29320	ligand	receptor
PDGFC	EPHA4	1	1	0	1	1	0	NA	Q9NRA1	P54764	ligand	receptor
PDGFC	MUSK	1	1	0	1	1	0	NA	Q9NRA1	O15146	ligand	receptor
PDGFC	ROR1	1	1	0	1	1	0	NA	Q9NRA1	Q01973	ligand	receptor
PDGFC	NTRK3	1	1	0	1	1	0	NA	Q9NRA1	Q16288	ligand	receptor
PDGFC	TEK	1	1	0	1	1	0	NA	Q9NRA1	Q02763	ligand	receptor
PDGFC	ROS1	1	1	0	1	1	0	NA	Q9NRA1	P08922	ligand	receptor
PDGFC	PTK7	1	1	0	1	1	0	NA	Q9NRA1	Q13308	ligand	receptor
PDGFC	TYRO3	1	1	0	1	1	0	NA	Q9NRA1	Q06418	ligand	receptor
PDGFC	RET	1	1	0	1	1	0	NA	Q9NRA1	P07949	ligand	receptor
PDGFC	NTRK2	1	1	0	1	1	0	NA	Q9NRA1	Q16620	ligand	receptor
PDGFC	NTRK1	1	1	0	1	1	0	NA	Q9NRA1	P04629	ligand	receptor
PDGFC	AATK	1	1	0	1	1	0	NA	Q9NRA1	Q6ZMQ8	ligand	receptor
PDGFC	EPHB1	1	1	0	1	1	0	NA	Q9NRA1	P54762	ligand	receptor
PDGFC	EPHB2	1	1	0	1	1	0	NA	Q9NRA1	P29323	ligand	receptor
PDGFC	ERBB4	1	1	0	1	1	0	NA	Q9NRA1	Q15303	ligand	receptor
PDGFC	ERBB3	1	1	0	1	1	0	NA	Q9NRA1	P21860	ligand	receptor
PDGFC	EPHA1	1	1	0	1	1	0	NA	Q9NRA1	P21709	ligand	receptor
PDGFC	RYK	1	1	0	1	1	0	NA	Q9NRA1	P34925	ligand	receptor
PDGFC	FLT1	1	1	0	1	1	0	NA	Q9NRA1	P17948	ligand	receptor
IGF2	FGFR2	1	1	0	1	1	0	NA	P01344	P21802	ligand	receptor
IGF2	ALK	1	1	0	1	1	0	NA	P01344	Q9UM73	ligand	receptor
IGF2	EPHB3	1	1	0	1	1	0	NA	P01344	P54753	ligand	receptor
IGF2	MET	1	1	0	1	1	0	NA	P01344	P08581	ligand	receptor
IGF2	TIE1	1	1	0	1	1	0	NA	P01344	P35590	ligand	receptor
IGF2	AXL	1	1	0	1	1	0	NA	P01344	P30530	ligand	receptor
IGF2	FGFR3	1	1	0	1	1	0	NA	P01344	P22607	ligand	receptor
IGF2	FLT3	1	1	0	1	1	0	NA	P01344	P36888	ligand	receptor
IGF2	EPHA2	1	1	0	1	1	0	NA	P01344	P29317	ligand	receptor
IGF2	EPHA8	1	1	0	1	1	0	NA	P01344	P29322	ligand	receptor
IGF2	EGFR	1	1	0	1	1	0	NA	P01344	P00533	ligand	receptor
IGF2	FGFR4	1	1	0	1	1	0	NA	P01344	P22455	ligand	receptor
IGF2	FGFR1	1	1	0	1	1	0	NA	P01344	P11362	ligand	receptor
IGF2	EPHB4	1	1	0	1	1	0	NA	P01344	P54760	ligand	receptor
IGF2	MERTK	1	1	0	1	1	0	NA	P01344	Q12866	ligand	receptor
IGF2	EPHA7	1	1	0	1	1	0	NA	P01344	Q15375	ligand	receptor
IGF2	EPHA5	1	1	0	1	1	0	NA	P01344	P54756	ligand	receptor
IGF2	LMTK2	1	1	0	1	1	0	NA	P01344	Q8IWU2	ligand	receptor
IGF2	INSR	1	1	0	1	1	0	NA	P01344	P06213	ligand	receptor
IGF2	ERBB2	1	1	0	1	1	0	NA	P01344	P04626	ligand	receptor
IGF2	KIT	1	1	0	1	1	0	NA	P01344	P10721	ligand	receptor
IGF2	EPHA6	1	1	0	1	1	0	NA	P01344	Q9UF33	ligand	receptor
IGF2	MST1R	1	1	0	1	1	0	NA	P01344	Q04912	ligand	receptor
IGF2	ROR2	1	1	0	1	1	0	NA	P01344	Q01974	ligand	receptor
IGF2	INSRR	1	1	0	1	1	0	NA	P01344	P14616	ligand	receptor
IGF2	LTK	1	1	0	1	1	0	NA	P01344	P29376	ligand	receptor
IGF2	PDGFRA	1	1	0	1	1	0	NA	P01344	P16234	ligand	receptor
IGF2	CSF1R	1	1	0	1	1	0	NA	P01344	P07333	ligand	receptor
IGF2	DDR2	1	1	0	1	1	0	NA	P01344	Q16832	ligand	receptor
IGF2	DDR1	1	1	0	1	1	0	NA	P01344	Q08345	ligand	receptor
IGF2	EPHA3	1	1	0	1	1	0	NA	P01344	P29320	ligand	receptor
IGF2	EPHA4	1	1	0	1	1	0	NA	P01344	P54764	ligand	receptor
IGF2	PDGFRB	1	1	0	1	1	0	NA	P01344	P09619	ligand	receptor
IGF2	MUSK	1	1	0	1	1	0	NA	P01344	O15146	ligand	receptor
IGF2	ROR1	1	1	0	1	1	0	NA	P01344	Q01973	ligand	receptor
IGF2	NTRK3	1	1	0	1	1	0	NA	P01344	Q16288	ligand	receptor
IGF2	TEK	1	1	0	1	1	0	NA	P01344	Q02763	ligand	receptor
IGF2	ROS1	1	1	0	1	1	0	NA	P01344	P08922	ligand	receptor
IGF2	PTK7	1	1	0	1	1	0	NA	P01344	Q13308	ligand	receptor
IGF2	TYRO3	1	1	0	1	1	0	NA	P01344	Q06418	ligand	receptor
IGF2	RET	1	1	0	1	1	0	NA	P01344	P07949	ligand	receptor
IGF2	NTRK2	1	1	0	1	1	0	NA	P01344	Q16620	ligand	receptor
IGF2	NTRK1	1	1	0	1	1	0	NA	P01344	P04629	ligand	receptor
IGF2	AATK	1	1	0	1	1	0	NA	P01344	Q6ZMQ8	ligand	receptor
IGF2	EPHB1	1	1	0	1	1	0	NA	P01344	P54762	ligand	receptor
IGF2	EPHB2	1	1	0	1	1	0	NA	P01344	P29323	ligand	receptor
IGF2	ERBB4	1	1	0	1	1	0	NA	P01344	Q15303	ligand	receptor
IGF2	ERBB3	1	1	0	1	1	0	NA	P01344	P21860	ligand	receptor
IGF2	EPHA1	1	1	0	1	1	0	NA	P01344	P21709	ligand	receptor
IGF2	FLT4	1	1	0	1	1	0	NA	P01344	P35916	ligand	receptor
IGF2	RYK	1	1	0	1	1	0	NA	P01344	P34925	ligand	receptor
IGF2	KDR	1	1	0	1	1	0	NA	P01344	P35968	ligand	receptor
IGF2	FLT1	1	1	0	1	1	0	NA	P01344	P17948	ligand	receptor
NGF	FGFR2	1	1	0	1	1	0	NA	P01138	P21802	ligand	receptor
NGF	ALK	1	1	0	1	1	0	NA	P01138	Q9UM73	ligand	receptor
NGF	EPHB3	1	1	0	1	1	0	NA	P01138	P54753	ligand	receptor
NGF	MET	1	1	0	1	1	0	NA	P01138	P08581	ligand	receptor
NGF	TIE1	1	1	0	1	1	0	NA	P01138	P35590	ligand	receptor
NGF	AXL	1	1	0	1	1	0	NA	P01138	P30530	ligand	receptor
NGF	IGF1R	1	1	0	1	1	0	NA	P01138	P08069	ligand	receptor
NGF	FGFR3	1	1	0	1	1	0	NA	P01138	P22607	ligand	receptor
NGF	FLT3	1	1	0	1	1	0	NA	P01138	P36888	ligand	receptor
NGF	EPHA2	1	1	0	1	1	0	NA	P01138	P29317	ligand	receptor
NGF	EPHA8	1	1	0	1	1	0	NA	P01138	P29322	ligand	receptor
NGF	EGFR	1	1	0	1	1	0	NA	P01138	P00533	ligand	receptor
NGF	FGFR4	1	1	0	1	1	0	NA	P01138	P22455	ligand	receptor
NGF	FGFR1	1	1	0	1	1	0	NA	P01138	P11362	ligand	receptor
NGF	EPHB4	1	1	0	1	1	0	NA	P01138	P54760	ligand	receptor
NGF	MERTK	1	1	0	1	1	0	NA	P01138	Q12866	ligand	receptor
NGF	EPHA7	1	1	0	1	1	0	NA	P01138	Q15375	ligand	receptor
NGF	EPHA5	1	1	0	1	1	0	NA	P01138	P54756	ligand	receptor
NGF	LMTK2	1	1	0	1	1	0	NA	P01138	Q8IWU2	ligand	receptor
NGF	INSR	1	1	0	1	1	0	NA	P01138	P06213	ligand	receptor
NGF	ERBB2	1	1	0	1	1	0	NA	P01138	P04626	ligand	receptor
NGF	KIT	1	1	0	1	1	0	NA	P01138	P10721	ligand	receptor
NGF	EPHA6	1	1	0	1	1	0	NA	P01138	Q9UF33	ligand	receptor
NGF	MST1R	1	1	0	1	1	0	NA	P01138	Q04912	ligand	receptor
NGF	ROR2	1	1	0	1	1	0	NA	P01138	Q01974	ligand	receptor
NGF	INSRR	1	1	0	1	1	0	NA	P01138	P14616	ligand	receptor
NGF	LTK	1	1	0	1	1	0	NA	P01138	P29376	ligand	receptor
NGF	PDGFRA	1	1	0	1	1	0	NA	P01138	P16234	ligand	receptor
NGF	CSF1R	1	1	0	1	1	0	NA	P01138	P07333	ligand	receptor
NGF	DDR2	1	1	0	1	1	0	NA	P01138	Q16832	ligand	receptor
NGF	DDR1	1	1	0	1	1	0	NA	P01138	Q08345	ligand	receptor
NGF	EPHA3	1	1	0	1	1	0	NA	P01138	P29320	ligand	receptor
NGF	EPHA4	1	1	0	1	1	0	NA	P01138	P54764	ligand	receptor
NGF	PDGFRB	1	1	0	1	1	0	NA	P01138	P09619	ligand	receptor
NGF	MUSK	1	1	0	1	1	0	NA	P01138	O15146	ligand	receptor
NGF	ROR1	1	1	0	1	1	0	NA	P01138	Q01973	ligand	receptor
NGF	NTRK3	1	1	0	1	1	0	NA	P01138	Q16288	ligand	receptor
NGF	TEK	1	1	0	1	1	0	NA	P01138	Q02763	ligand	receptor
NGF	ROS1	1	1	0	1	1	0	NA	P01138	P08922	ligand	receptor
NGF	PTK7	1	1	0	1	1	0	NA	P01138	Q13308	ligand	receptor
NGF	TYRO3	1	1	0	1	1	0	NA	P01138	Q06418	ligand	receptor
NGF	RET	1	1	0	1	1	0	NA	P01138	P07949	ligand	receptor
NGF	NTRK2	1	1	0	1	1	0	NA	P01138	Q16620	ligand	receptor
NGF	AATK	1	1	0	1	1	0	NA	P01138	Q6ZMQ8	ligand	receptor
NGF	EPHB1	1	1	0	1	1	0	NA	P01138	P54762	ligand	receptor
NGF	EPHB2	1	1	0	1	1	0	NA	P01138	P29323	ligand	receptor
NGF	ERBB4	1	1	0	1	1	0	NA	P01138	Q15303	ligand	receptor
NGF	ERBB3	1	1	0	1	1	0	NA	P01138	P21860	ligand	receptor
NGF	EPHA1	1	1	0	1	1	0	NA	P01138	P21709	ligand	receptor
NGF	FLT4	1	1	0	1	1	0	NA	P01138	P35916	ligand	receptor
NGF	RYK	1	1	0	1	1	0	NA	P01138	P34925	ligand	receptor
NGF	KDR	1	1	0	1	1	0	NA	P01138	P35968	ligand	receptor
NGF	FLT1	1	1	0	1	1	0	NA	P01138	P17948	ligand	receptor
FGF18	ALK	1	1	0	1	1	0	NA	O76093	Q9UM73	ligand	receptor
FGF18	EPHB3	1	1	0	1	1	0	NA	O76093	P54753	ligand	receptor
FGF18	MET	1	1	0	1	1	0	NA	O76093	P08581	ligand	receptor
FGF18	TIE1	1	1	0	1	1	0	NA	O76093	P35590	ligand	receptor
FGF18	AXL	1	1	0	1	1	0	NA	O76093	P30530	ligand	receptor
FGF18	IGF1R	1	1	0	1	1	0	NA	O76093	P08069	ligand	receptor
FGF18	FGFR3	1	1	0	1	1	0	NA	O76093	P22607	ligand	receptor
FGF18	FLT3	1	1	0	1	1	0	NA	O76093	P36888	ligand	receptor
