"id_cp_interaction","partner_a","partner_b","protein_name_a","protein_name_b","annotation_strategy","source","is_ppi","curator","reactome_complex","reactome_reaction","reactome_pathway","complexPortal_complex","comments","version","interactors","classification","directionality","modulatory_effect","ligand","receptor"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a1b3_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA1+GABRB3","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a1b3_complex"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a1b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA1+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a1b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a2b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA2+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a2b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a3b3e_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA3+GABRB3+GABRE","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a3b3e_complex"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a3b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA3+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a3b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a3b3o_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA3+GABRB3+GABRQ","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a3b3o_complex"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a4b2d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA4+GABRB2+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a4b2d_complex"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a4b3d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA4+GABRB3+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a4b3d_complex"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a4b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA4+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a4b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a5b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA5+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a5b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a6b3d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA6+GABRB3+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a6b3d_complex"
NA,"GABA_byGAD1_and_SLC6A12","GABA-A_a6b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A12-GABRA6+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A12","GABA-A_a6b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABBR1","","GABR1_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABBR1","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABBR1"
NA,"GABA_byGAD1_and_SLC6A13","GABBR2","","GABR2_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABBR2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABBR2"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a1b2_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA1+GABRB2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a1b2_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a1b2d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA1+GABRB2+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a1b2d_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a1b2g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA1+GABRB2+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a1b2g2S_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a1b3_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA1+GABRB3","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a1b3_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a1b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA1+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a1b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a2b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA2+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a2b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a3b3e_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA3+GABRB3+GABRE","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a3b3e_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a3b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA3+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a3b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a3b3o_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA3+GABRB3+GABRQ","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a3b3o_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a4b2d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA4+GABRB2+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a4b2d_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a4b3d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA4+GABRB3+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a4b3d_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a4b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA4+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a4b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a5b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA5+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a5b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a6b3d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA6+GABRB3+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a6b3d_complex"
NA,"GABA_byGAD1_and_SLC6A13","GABA-A_a6b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A13-GABRA6+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A13","GABA-A_a6b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABBR1","","GABR1_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABBR1","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABBR1"
NA,"GABA_byGAD1_and_SLC6A6","GABBR2","","GABR2_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABBR2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABBR2"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a1b2_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA1+GABRB2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a1b2_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a1b2d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA1+GABRB2+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a1b2d_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a1b2g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA1+GABRB2+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a1b2g2S_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a1b3_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA1+GABRB3","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a1b3_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a1b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA1+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a1b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a2b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA2+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a2b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a3b3e_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA3+GABRB3+GABRE","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a3b3e_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a3b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA3+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a3b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a3b3o_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA3+GABRB3+GABRQ","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a3b3o_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a4b2d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA4+GABRB2+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a4b2d_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a4b3d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA4+GABRB3+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a4b3d_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a4b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA4+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a4b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a5b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA5+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a5b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a6b3d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA6+GABRB3+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a6b3d_complex"
NA,"GABA_byGAD1_and_SLC6A6","GABA-A_a6b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A6-GABRA6+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A6","GABA-A_a6b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABBR1","","GABR1_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABBR1","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABBR1"
NA,"GABA_byGAD1_and_SLC6A8","GABBR2","","GABR2_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABBR2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABBR2"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a1b2_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA1+GABRB2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a1b2_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a1b2d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA1+GABRB2+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a1b2d_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a1b2g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA1+GABRB2+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a1b2g2S_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a1b3_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA1+GABRB3","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a1b3_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a1b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA1+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a1b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a2b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA2+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a2b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a3b3e_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA3+GABRB3+GABRE","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a3b3e_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a3b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA3+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a3b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a3b3o_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA3+GABRB3+GABRQ","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a3b3o_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a4b2d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA4+GABRB2+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a4b2d_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a4b3d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA4+GABRB3+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a4b3d_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a4b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA4+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a4b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a5b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA5+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a5b3g2S_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a6b3d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA6+GABRB3+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a6b3d_complex"
NA,"GABA_byGAD1_and_SLC6A8","GABA-A_a6b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD1+SLC6A8-GABRA6+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD1_and_SLC6A8","GABA-A_a6b3g2S_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABBR1","","GABR1_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABBR1","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABBR1"
NA,"GABA_byGAD2_and_SLC32A1","GABBR2","","GABR2_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABBR2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABBR2"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a1b2_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA1+GABRB2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a1b2_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a1b2d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA1+GABRB2+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a1b2d_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a1b2g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA1+GABRB2+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a1b2g2S_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a1b3_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA1+GABRB3","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a1b3_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a1b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA1+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a1b3g2S_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a2b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA2+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a2b3g2S_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a3b3e_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA3+GABRB3+GABRE","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a3b3e_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a3b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA3+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a3b3g2S_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a3b3o_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA3+GABRB3+GABRQ","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a3b3o_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a4b2d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA4+GABRB2+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a4b2d_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a4b3d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA4+GABRB3+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a4b3d_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a4b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA4+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a4b3g2S_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a5b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA5+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a5b3g2S_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a6b3d_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA6+GABRB3+GABRD","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a6b3d_complex"
NA,"GABA_byGAD2_and_SLC32A1","GABA-A_a6b3g2S_complex","","","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC32A1-GABRA6+GABRB3+GABRG2","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC32A1","GABA-A_a6b3g2S_complex"
NA,"GABA_byGAD2_and_SLC6A1","GABBR1","","GABR1_HUMAN","curated","uniprot;reactome;IUPHAR","False","JCranley","","","",NA,"","CellPhoneDBcore4.1","GAD2+SLC6A1-GABBR1","Signaling by GABA","Ligand-Receptor","","GABA_byGAD2_and_SLC6A1","GABBR1"
