"","15001181972.mzML","15001182033.mzML","15001182081.mzML","15001182147.mzML","15001237815.mzML","15001237871.mzML","15001237881.mzML","15001237912.mzML","15001237932.mzML","15001237942.mzML","15001237965.mzML","15001237970.mzML","15001238002.mzML","15001238074.mzML","15001238091.mzML","15001238101.mzML","15001238105.mzML","15001238112.mzML","15001238117.mzML","15001238123.mzML","15001238145.mzML","15001238153.mzML","15001238158.mzML","15001238160.mzML","15001238165.mzML","15001238182.mzML","15001238184.mzML","15001238201.mzML","15001238202.mzML","15001238211.mzML","15001238220.mzML","15001238222.mzML","15001238225.mzML","15001238232.mzML","15001238252.mzML","15001238257.mzML","15001238260.mzML","15001238262.mzML","15001238265.mzML","15001238277.mzML","15001238279.mzML","15001238282.mzML","15001238285.mzML","15001238286.mzML","15001238289.mzML","15001238290.mzML","15001238293.mzML","15001238299.mzML","15001238305.mzML","15001238367.mzML","15001238370.mzML","15001238387.mzML","15001238424.mzML","15001336415.mzML","15001336468.mzML","15001336476.mzML","15001336487.mzML","15001336488.mzML","15001336493.mzML","15001336511.mzML","15001336514.mzML","15001336515.mzML","15001336517.mzML","15001336534.mzML","15001336536.mzML","15001336542.mzML","15001336544.mzML","15001336546.mzML","15001336547.mzML","15001336569.mzML","15001336618.mzML","15001336624.mzML","15001336626.mzML","15001336656.mzML","15001336657.mzML","15001336664.mzML","15001336668.mzML","15001336698.mzML","15001336700.mzML","15001336727.mzML","15001336731.mzML","15001336756.mzML","15001336760.mzML","15001336766.mzML","15001336792.mzML","15001336812.mzML","15001336813.mzML","15001336838.mzML","15001336925.mzML","15001336942.mzML","15001336945.mzML","15001336951.mzML","15001336993.mzML","15001337040.mzML","15001337083.mzML","15001337114.mzML","15001337115.mzML","15001337117.mzML","15001337142.mzML","15001337187.mzML","control_129.mzML","control_130.mzML","control_131.mzML","control_132.mzML","control_133.mzML","control_134.mzML","control_135.mzML","control_136.mzML","control_137.mzML","control_138.mzML","control_139.mzML","control_140.mzML","control_141.mzML","control_142.mzML","control_143.mzML","control_144.mzML","control_145.mzML","control_146.mzML","control_147.mzML","control_148.mzML","control_149.mzML","control_150.mzML","control_151.mzML","control_152.mzML","control_153.mzML","control_154.mzML","control_155.mzML","control_156.mzML","control_157.mzML","control_158.mzML"
"P00748",21.0164233776851,21.5712445882684,21.5357488028663,21.4442217528562,20.6605279128102,21.0574368523101,20.9027961718039,20.2985383086301,21.7149082108186,21.9102370252328,21.1434337883502,20.2767898348559,20.9618198140262,20.8956045690767,21.9827403505049,22.0096677006921,21.5516167424069,22.5689170526584,21.7907906635623,20.9167951530362,21.8431284333575,22.5643605974428,20.9844316713545,21.8553209498045,22.0755723429042,21.0888411516756,21.0911425390369,21.6497149123116,22.364980217323,21.3120985531122,21.9643454512347,19.3275130413483,20.4927098138752,21.4244218439174,21.5900712813821,21.2529463153647,22.4214551830388,21.5258329468461,20.8207280724744,21.7465846405078,20.100653613663,20.6259844404024,21.4985726614018,21.2149875325676,21.6322979071665,21.7612124442269,21.8379150701362,21.1293452831484,19.6482453937825,21.038306826148,20.3633852302665,21.7749559225459,20.2345725805775,21.8557753510956,20.8190760597146,20.463679222232,21.3522848666014,21.4677543903771,21.461726230308,20.3226561269814,21.3561964467051,20.3076142961869,22.0067869565317,21.623117920427,21.9116316095327,21.3784097000887,21.827118676949,21.4794432966962,21.032551934011,20.4609229815221,22.645348392317,21.8492157867293,21.1117474996617,21.5578800423051,21.5148510356371,21.2938099653401,22.2330583258942,22.8092082937032,21.0476124104605,22.2709974575349,22.3110100150158,21.5722606586893,22.3250973472393,22.1093387367731,21.4808933248028,20.3917696998525,22.8337481997102,22.7783927094296,21.542463245168,21.786432764712,20.0500938866968,21.0849060073019,21.0839110168626,21.6276060188464,20.8107404396645,21.946917337063,21.3243885120462,21.7718559498559,20.2855699653971,19.9660050395617,20.817531686651,21.1140918010399,22.4963149866628,21.2254413488677,22.0734000736483,22.0307913845801,21.1627204606017,22.0983974332953,21.776021634906,20.2064539960828,21.4815597540541,20.5865563348563,21.6705139709638,21.1730073045085,20.4219498535193,19.949319908625,20.4005548984388,21.1790106481237,21.6694108392543,21.0195702329172,19.9323680336343,20.502990063991,21.4120374124231,21.4592480920952,21.3682926622291,21.853508689017,21.0426262640893,19.9538427683831,21.0058014708843,21.5540376993626
"P02763",30.0140720788239,29.0315071981955,28.590315092722,29.8746206423089,29.6398830669313,28.5737343155164,29.4339144483512,29.2134694407985,29.8514626373068,30.1016038475633,28.8831676468055,29.4258213352896,28.8331967261949,30.0461664762473,29.6042892092334,30.1540459477616,30.0295239873288,29.0180051940308,29.6674216985885,29.8882080325079,29.7368941443544,29.7912246984944,29.6952594198123,29.9303283048402,29.6416229184422,29.8098145316619,29.6877890467264,28.0943285363553,28.293792540723,28.8671829506634,29.7369144767921,29.6085362810926,29.8643057569509,28.2493074937514,30.1284188770573,29.4046804597503,28.7747327780283,28.2100229340934,29.4331664260929,29.8557615903736,29.9499868749279,28.6588554055418,28.8629415932676,29.261375444673,28.9224008408023,30.2504490679722,30.4639342846441,29.5942234523315,29.3937493028832,29.7387896172401,29.3398122341508,29.3764523868666,29.9609505140508,29.3926682820466,30.410556932099,29.0287523984005,30.4033939787392,30.3861290462815,28.5585171736073,28.1368946079515,29.8732380442484,29.2816995711372,29.4595553157646,29.1379592468308,30.2499630799791,28.8798345867526,29.3535237622229,29.8317578910443,28.975475762521,29.9166105278579,30.1429370350836,30.0420859918519,29.906006290824,29.2151100612035,30.0658396246138,29.9712801511528,29.6283278283664,29.0257983833249,30.284409705214,29.9184318118588,29.4597065223465,29.3721495427915,29.1275833434825,30.1202239480707,30.1724775657568,29.0105257263049,29.4653305002494,29.6564984077486,29.5621990985019,30.0072304040481,29.1861869398694,29.3797245921907,29.4024471555135,29.9100808122509,29.0380170579656,29.7563020123295,30.5455590027771,29.5902336440743,28.7189317602477,29.4693177568,27.0100778148867,28.1094737677735,28.400091935698,28.2004028076999,27.8945712434158,27.6459409286582,27.1962548166493,28.1178315634883,28.0535747780521,27.4371621665603,27.5582960993856,27.6969421703813,27.3905290055181,27.567754427867,28.5581991570564,27.1780190702692,28.4112311498993,27.6601854869112,27.6559526490877,27.5400508034838,29.6359957079975,27.6494835896217,28.5808339455651,27.6586887322871,28.2539050333757,28.2930146721501,28.4388965252532,27.5488328418297,28.1872238362929,28.9242481882427
"P27169",25.4529316887682,26.2733182586743,26.1937939374461,25.4377444539804,25.5493879835622,25.5535086012157,24.9672426206331,24.9385955670272,25.6087279066859,24.7133169712207,25.4072519427672,24.4596417348655,25.0624170911931,25.4254548811036,24.4232005637121,25.2672759069114,24.5770995058051,26.2515500214967,25.2121040357251,25.2576893855656,25.0068508035739,25.1091075445619,26.1028782139284,25.7367803225589,25.2886485595181,24.2738308777314,25.8660029793213,24.9505853522737,26.2153388062582,24.8409870513437,26.0724712064962,25.7851251553551,25.1553202447904,25.481052925262,24.806689638069,24.8586151751805,25.4680396661384,26.0647601947896,24.2642434244164,25.1738439358351,25.5513726627831,24.8500619523398,24.3452093598538,25.1742331105683,25.4292046922748,24.4230774296118,24.3964900698071,25.108445332619,24.675896318845,25.6020464867739,25.9317791874254,25.3551472781232,25.6328221817527,24.9729903876882,23.1477996014795,23.5966312156105,23.6804524586453,23.852931487632,24.9687522972772,24.4754041760913,25.0962856710914,23.5175616277108,24.8453420724737,23.9721547234488,24.8581508328241,23.385111696724,24.9058455716632,24.764482881306,25.1952774276942,23.64039146662,25.3877830660068,24.4180020978419,25.0899246642433,25.5425131933608,24.483155950912,25.264226956458,25.5576962371808,25.6449402911908,25.1448506755453,25.3489478701309,25.570573658125,25.9382281643167,25.1651837981667,25.1658448536028,24.6646219735879,24.3770211663559,25.3156482246735,25.2327212934133,25.4070649249443,25.7482671825758,24.8049339313042,24.9794674123232,25.1032514652059,25.4202070966876,25.3182814478196,25.7928575997992,25.6184276247023,25.8625712437701,25.3270767253314,24.4823926657014,24.1934050410626,25.8657236442152,24.8014134304584,24.5032215970782,25.0457944831375,25.4061658115992,25.4690720166879,24.9453307713203,26.0631751736197,25.2545651611915,24.7871701414191,25.2720804214732,24.759779303582,24.9326598258099,25.0964951205404,26.2437152901058,25.3542192451198,25.1409127538999,25.7928622654032,25.5788154905372,24.9753566294841,25.657806023509,26.074934557611,25.9449768722205,25.1911324287337,25.3085820640134,25.2441823416001,24.860957468635,26.0545466897654,25.7073494417723
"P19013",22.9309077538462,21.8992816822432,20.9399673219756,23.2224825865658,22.615073699478,21.496521993871,23.0838308557161,20.6421973346915,21.227783965413,19.9128728212338,19.8562828095836,20.0218273243162,22.3200810576447,23.941851433974,20.5493062831144,20.5787112808534,19.4887615955592,20.4830556466301,17.3810245923201,21.2343257001647,22.7048754420891,22.6241114863772,21.498579721752,22.843301370466,21.3400698521506,19.5043960477617,21.3715792810454,21.8543968404714,23.4341078196625,21.4962540248153,22.0037543076481,22.0934701144025,22.2885390154541,21.2706727661737,22.6026170931898,21.7395993387291,19.3111784422132,21.6050882697004,23.5921910224164,20.8129540187418,21.8667533302221,22.0668258068528,22.4155915639681,22.2200257689122,21.2504162826015,22.512637276115,23.257479204178,22.2133817853981,20.3756992694478,22.6240978728633,21.5281818475082,21.6115378129355,21.5584757408283,23.5208186339361,20.081115924727,18.3418132739384,22.125366012961,21.0617727702876,20.4927216453201,21.5891901920565,19.8101269368975,19.4342068452725,19.8330051918397,21.7216128216681,20.0959814487207,21.2464732920254,20.4935486281919,21.4632778976688,23.7188576766611,22.2697302370724,19.2770283060814,19.0335931865808,21.0179410000684,15.0897087560239,18.5582419199384,20.4180700100786,19.3091042455779,19.3580514698639,18.4216968491155,22.5691128576318,21.3968890379464,21.3543123443526,21.8773504940034,20.1158128038525,24.8978737921224,21.4935024528152,19.6488401201541,20.3479978142081,17.0264002445204,22.592087660362,20.0884413455636,22.3119019702761,22.2107716562545,18.211158865315,20.2876892737017,21.7989564430867,22.9446377193437,17.9193743612575,21.0620664339116,21.5992800682713,23.2387946658294,22.5671509411716,22.7973819979822,22.2952434502038,22.8281398746512,23.8823660782397,23.0739481859778,23.4273283192432,20.272020545582,22.664845674873,20.8168109389838,21.446395172558,22.1719633514714,19.0732613620039,22.3768323072584,21.97211639486,21.6495697643994,21.5276655128301,21.6906029303337,20.3419565689065,20.8858144703373,20.4006737165252,23.2015384151187,18.9845960254033,20.7836530064671,20.9907439834395,22.022094308231,20.7057493113825,21.7786505973512,20.0570490764267
"P06309",24.0396373134061,23.9734832332972,23.9229042872304,23.623553338571,23.9517715153657,22.9537889979773,23.3777878710424,24.5483814480787,23.2524016760477,23.7571428641321,23.9389382961388,23.4467249058804,23.5413013142001,23.6694133263893,23.7968170379358,24.1185705918503,23.2460815202943,23.874851275286,23.4544408777945,23.3825465887606,23.1775162585027,23.048332207989,22.013253147826,23.0495391603759,23.4076307027907,23.863060830112,24.296675820182,22.0320919824591,23.379676216472,23.9792224667818,24.3169918753082,22.7818584395389,23.4848038452276,22.2780214553771,22.2315985522867,23.493108680508,23.3562363500468,23.3286411017153,24.0968402757863,22.4174150051492,24.2731332556439,23.1134665303818,23.6811738437305,23.9694034734997,24.3426834630526,23.9820650427601,23.9864266816155,23.8751506961184,24.0976184217062,24.1626775947404,24.7287587075367,23.4391563344176,23.064361059867,23.0917318861017,23.5258344041588,23.8148678711966,23.8808696640787,23.1161034158559,23.2070456084586,23.0049470167125,23.3807725602907,23.5106843789638,23.148308530643,24.0994667641898,22.7828204885551,23.667238149597,23.1013050462973,23.7968918771709,23.281213101416,23.8941763538056,22.3947550917043,22.158419390328,23.4012140329759,23.2393482532962,24.7400479429965,23.4233657521226,23.7856263727695,23.7863904864615,23.2822013102268,23.7312633998372,23.2249100639554,23.1215833142579,23.2516082394349,23.0163806980346,23.1792637142226,23.0402459018594,23.7099194103104,23.442161035438,23.7488874986368,23.9198763340229,24.5134897914003,23.6967021694848,23.7449448770921,24.0147770009091,23.7406351606975,23.8433174744188,23.999874791197,23.9951831608616,24.313720758552,24.1737570317213,23.5956146666511,23.7850635763243,23.6729866920303,23.4077816085575,24.3244773758443,23.2079531202506,23.2595264852976,23.5066900207674,23.2690287733794,23.4392462672162,23.337637144838,23.080724509786,23.5748632683539,23.7518444571626,22.9789800099961,23.1767026003506,23.5376396525472,23.3082701399487,23.2112181478813,23.1515121026267,24.2306366166027,23.5566346819111,22.4402307217873,23.3024835814569,23.6460042354052,22.7787024059873,23.3895748883605,23.258288975107,22.6953153880176,23.3781641235338
"P04003",27.1425319970235,26.8352582196175,26.086713530734,27.0229942230435,27.1756989282377,26.2177496332393,26.6574856083115,26.5871224755889,26.3399907754939,26.9967341393657,26.7565393221874,26.218848029247,26.4841364786918,26.946392305027,26.669183302332,27.1665137277736,26.3342687836443,26.9824013433987,26.6199292255437,26.8128375188317,27.2752776915353,26.8586485603323,26.9102830548166,26.878315521693,26.6455583912914,26.7037535340823,26.8504758737015,24.6747098359176,26.0151567342512,25.7027482586132,27.069440589015,26.465824693304,26.8617271045296,26.3827959052015,27.3842014282212,26.041032103054,26.7655396428019,26.0304758604449,26.6707811415229,25.2162544417557,27.5133693080756,26.478571404713,25.0271099071519,26.4270613823368,26.4172824900025,27.2383468608768,27.0941564739182,26.8646903893729,26.3232113401012,26.6814216963533,27.2636825488225,26.7945386226535,26.8963081954794,26.5660168640279,26.3192649980679,25.7644996870568,26.3677473359479,26.1688058394283,26.1895621790222,25.8535333408363,26.9502931761028,25.5843134068544,26.6650498181303,26.5594831729108,26.681011874617,25.9056027652396,26.5449461615314,26.8551846243209,26.4143365857309,26.0900419738506,26.2422380580081,26.701709396672,27.3937358278473,26.1867965997845,26.6455590509259,27.0964898122894,26.5086855602508,26.6110050917437,27.0888299611995,26.7563294991437,26.5875513817622,26.0999066956059,26.7513376970724,26.6689319318081,27.5509285196983,25.5955950909127,26.4735365648893,26.5334720869969,26.4085204818481,27.2120557825844,26.709774832361,26.8398715450586,26.8848800967788,27.5992862211977,26.4985150817386,27.3017567085503,27.2071338079603,27.284870544581,26.2775846708241,26.9184142500572,26.022798033592,26.3827850891918,26.2141601977622,25.8501094653651,26.1538176414818,25.7880973831246,26.1353329090099,25.9218011755561,26.4729243120333,26.341781573432,25.592988007715,26.3429355602875,25.3373464142428,26.2108808774554,25.9685989487352,25.5189273189707,26.0271429878629,25.1937086779538,24.9224729798804,25.7315042456645,26.6461077623284,25.3724110333368,24.7161745214345,25.3892746112198,25.0713255269263,25.1157303007645,25.7325278837666,25.7399635056512,25.1213744718628,26.0539855225226
"P04196",23.918015821805,24.192199939674,25.2467166820902,25.0457863192608,24.485188709825,24.9651330581669,24.7344838838152,24.5706027247227,24.5174489331735,24.2785981942214,24.6578860344376,24.0890825343426,26.9021932880738,24.4395799462814,25.1792380450747,25.4069265265229,25.2722763822756,25.0972771502817,25.0125737336628,24.8901065300418,24.9999173599694,25.0421384460757,25.0458219734028,29.2254364852833,25.3577373648393,24.5142376472594,24.7407187353712,24.8854519205607,26.94767661794,25.0175417805109,22.334806701112,24.486502275984,24.0512401457838,25.7293840435977,25.2814041465907,24.2679012365241,25.5752244991289,26.3695435670944,24.1895890223713,25.2832186630587,24.6831757173265,26.5984688555666,24.5030375143123,24.9955589428543,26.0399558590098,25.5908886442833,24.6960339460834,25.7602364007067,24.752652494304,24.3863622144043,25.4538877671138,24.3495169232236,24.3143049812476,25.0940983095959,23.6651978635798,25.520108841864,25.094026607966,24.0613522382284,25.6074429747442,25.6558188251428,26.0895684758051,24.5970804987807,25.2672498992157,26.2538763315843,24.7182891230947,25.6728035193444,25.1310086510064,24.9211075329772,25.5817671961358,24.7694166709157,25.8763545038315,25.0129291620645,26.1584113772347,24.8785795208827,25.3077686424602,26.2829311738516,24.9325546749719,25.5259876526828,26.1701197490949,24.8908223772616,25.59382671613,24.731239261243,25.3113474041455,25.3432469934582,25.3760002912557,25.7776119068871,26.1577940811933,26.071221582098,24.4875543782913,25.0614618408451,24.571940312506,25.1271242094303,25.7764113448184,25.7135125871543,25.1294136785323,25.5623714727745,25.5275490710502,25.5224630021628,26.2636614902569,25.8307839410577,25.5736462630299,25.7569158276401,26.0834866314245,25.9702150994057,26.1035762801538,26.1469348329085,25.8320911176483,25.4971276058611,25.711265865344,25.8278416777036,25.4351390350228,25.8444585760181,25.5915917389541,25.6177022971939,25.6036240813567,26.0780273134967,25.5220613675693,25.4929940594995,25.4112370989636,25.9197744290869,25.8826519108136,25.2124474030077,26.1007839108935,25.5102813833585,26.044882509104,25.6643530955932,26.0532098314984,25.8990666345484,26.014502223385,25.9369655926219
"P02746",22.9631739962625,22.5975959047402,23.453047275782,23.6200903663693,22.0796989648485,23.7868448130543,23.4733140926912,23.5406378284354,23.8981909894234,23.0876145017434,23.9803040831175,21.9220974542284,23.7949181293879,23.0805200771694,20.9808717314162,24.0764129332994,22.3612944553362,24.4898682901284,24.1437227818242,23.9599167919275,24.0661059471178,23.9252480026868,23.6422497206953,23.7429700323261,24.121722262282,23.9209477636049,23.0464939058359,22.8809032853311,23.3222897634616,24.1200169710435,23.4166380275895,22.6709835825398,24.0452455678353,22.5196971943348,22.4849467682993,23.3857176091772,23.5776418042738,24.3279381163848,24.0636197277881,22.1179401280378,22.7320007273337,22.1105224979929,24.125524146081,23.6907766119708,23.9321467938086,23.8293455970138,23.7265932025078,23.5802598328242,24.3696133199077,23.2171039538903,23.9052968352294,22.5199574862925,22.2820881638643,22.6954704492984,22.3823203198836,23.4765812070219,23.6444284345314,22.4541235492537,22.4475438651102,23.3933475094762,22.815215971615,23.7368321294559,22.7633958624142,24.0550054987515,22.5544288916264,24.0269002658283,22.7900332339382,22.5802622484406,20.6137227500806,23.7072148240138,23.1570599180697,22.5184868797832,23.7068503028679,23.0966432611221,24.1256449020756,23.3975620955553,23.4225542490409,23.4056959219913,23.3519081366095,23.4559838466286,23.225330282211,23.5996536463691,22.723813613803,23.1150193534144,24.1172253537235,23.2643360710786,23.3820128539862,23.579778584399,23.0711464425114,24.2563002687025,23.699021143049,23.4564920377521,23.3719733427374,23.3944362647491,23.390115413496,24.0189273630509,24.0629670863987,24.1403442550295,21.6676369610592,22.2268878178166,23.1582833158005,23.4783136601107,23.1544661546212,22.7495588999778,22.5832462399711,22.8340288741707,22.9851289833509,23.0645099055368,22.5290395555109,23.1644340515013,22.2123932238041,22.3050619940744,22.8053565744257,21.9590219596109,22.236333520639,23.2722003366944,23.7190218257185,23.7565508254312,23.4403379517635,22.505557176961,22.724964570784,23.4867707122811,23.4029618169772,23.620871308634,21.8725133194363,23.5937900228632,23.003550851981,23.0642770087325,23.2461479346863,22.8392528135847
"P13671",25.1782598469897,24.9703760882903,24.6412448648535,25.5140705003672,24.9427049209123,24.7575129048619,24.9649539501707,24.7625285363319,25.2531456138011,24.7723032963783,25.2500249729024,24.385088782394,25.1097370976638,24.8668921504659,24.0900288860614,25.2393020684131,24.0609386399834,25.1443425478116,24.5912767072385,25.4537128516324,24.9664460431822,25.2843799093676,24.6263281054387,25.5942371157223,25.3733052685317,25.3484873330989,25.2693885372962,24.5604586717329,24.7779502563904,24.7084580331454,25.0919802404839,24.7842188699265,25.0727019666991,24.0476461558734,24.7013928750232,24.4250633517511,24.4294760856468,24.8369776222849,25.1475095914301,24.8932569933578,25.4508401005011,24.3702406774024,24.0970761755022,25.3348748811943,25.106075979364,25.2521177989191,25.2946775349117,25.2879232737512,24.9425304339209,24.861391184816,25.5251812133043,24.8799701915451,24.6463602841057,24.7859977580365,24.031169619524,24.1697904665183,24.2695305059031,24.2790511136128,24.3253116319748,24.1663526684133,25.5198965557953,24.4477639158439,25.0398720468433,24.6016802372537,24.7557178756545,24.2956782845387,24.8729265785417,24.5796094247834,24.4288670715241,24.6874586632537,25.1528754180423,25.2329727215425,25.3896326520459,24.4954310316423,24.0264501598899,25.4879960227562,25.1562889608548,24.6070465903275,25.591220428027,25.3046891574932,24.9908632718608,24.8694418213199,24.6020183867624,24.9297594681242,25.4644095170892,24.4457792194811,24.8185215225149,24.9918513663941,24.9059779275581,24.8015434866378,24.7914094416914,24.8320495768382,24.9096068304756,24.7470334351471,24.8019793557676,25.0500336194675,24.8098571131431,24.9433948773304,24.9268589670823,24.3283375943414,24.0623780566192,24.3364727811177,23.8438236987127,23.8671165734206,23.7848573622472,23.9092660353605,23.8312763130232,23.5767748360045,23.9317135528905,23.7127864196055,23.4066548793986,23.7943822503225,23.5184096780361,23.6597062284119,24.0011612753058,24.2055616480867,24.4921083112956,24.4033440455056,24.2232478550701,23.5847202141499,24.330156723941,24.3661356854397,24.0637141840746,24.336812575069,23.7864702557089,24.1096216975024,24.3197065708945,24.0977174283585,24.6214189800776,24.526488254592
"P60709",19.7268432879818,19.6326629005252,19.2034550692495,21.9545640356574,17.6156241055921,23.4464487871173,20.7870314672138,20.3755566359184,22.4156089704203,20.5510865676759,22.4303106355692,22.2420802906325,21.8603777460112,21.5450290286714,20.0940338588545,19.6642849458333,21.5393312184065,19.3917199079868,21.8196069583224,21.0686454513031,18.9272742061044,20.9735170237586,20.4024119273754,22.189486019611,20.3943585424507,21.7043161276391,19.6922494013462,20.939485381452,18.3609867870706,21.5939813645755,19.4765257094357,18.2854801116709,22.448917592418,21.5835375515827,21.7611522916678,22.6993630755368,20.396922998704,22.0827349275526,22.3587649370636,22.339318041043,19.5476917269676,24.5231958108774,21.6638074599704,21.993813333449,21.3202600274284,22.0727809498415,21.5401434141419,19.2869049206695,23.1971791904432,23.4497413524792,19.1831275616087,20.2260794560217,18.8926630520356,22.3957532433613,24.3167972008434,22.5489655639942,23.6613280768135,25.6436408789471,23.1733160270142,22.7133886127346,21.89880248408,21.2776689171247,22.2922971962468,20.7378781893792,22.5414003439813,22.0521414759537,22.2744594872913,21.3271855754364,23.8867817608728,21.5705735423207,19.9074768648484,21.6554761312255,21.3822349749762,20.9379777671325,22.8846519930921,20.6155256507342,22.5135391866553,22.6852947155632,21.5317174587533,21.4712797803254,20.539664140034,20.3912791519791,20.6384195623829,20.4588743622862,22.8187130352972,22.4341313687101,24.479062078447,21.5061110313542,22.4828042646835,22.5637132196828,21.1260055334383,20.0355557190955,20.621907884623,20.9093571111689,21.4443440055545,21.5132992785436,21.7647347445696,21.3553436755775,23.8845340617315,20.1044203609429,20.3707809390599,19.7507217045908,18.2785867099097,15.8693740680375,16.7491812183837,16.6953222909356,19.3184579874452,17.1987757490576,16.7874416985407,21.9012986187011,16.8804187647324,18.3323190403204,18.2713692817798,17.4458193618992,18.0584501048518,18.9923480058905,22.5576362956638,19.2108503855113,22.3798154032976,19.3932773234598,22.4183506354671,19.3588290974758,19.607072898905,18.8176451149991,18.8365449820178,19.722388974186,18.4529005389966,18.604059809837,19.8902456303713,18.8776348058664
"Q13790",NA,17.0238697660185,15.7950947622683,18.6854277367763,16.3187473158703,20.2033861223505,20.6463199802868,21.6041837687852,20.2375239193204,20.9606902244895,21.6647243901204,21.8249242559073,16.2917484388325,21.2507725941349,21.6980573005428,17.3023424369131,21.565203811854,16.2380380102168,20.8836265434364,17.4144072722464,16.5523381317739,17.0775657620345,18.2606238103974,16.5263390666435,15.5063292783961,21.9210443358148,14.5090725956147,22.3711839947582,16.1178399002674,NA,12.9217114791327,15.366176776151,22.130498137421,21.9874908727991,22.0552173857996,20.7443570706079,21.0217911399763,20.5586576251441,21.5366009582098,21.2360497055666,15.4297434444003,20.5749795555142,18.9231501672465,22.2544617928369,21.6594150688997,18.0276884401686,15.5214987359528,21.8150970345325,20.1433804734566,13.3499778010468,16.7769226040956,16.7726273456242,17.5988440200691,20.8089432849922,20.2483064482643,21.5164210363075,21.2904753672042,20.222756467587,20.7791207366649,21.0102452090907,20.5653386395251,20.3472938177109,20.6859856976059,21.1950118010462,21.7005210821618,20.48824331404,20.7313512691972,21.5361870641911,21.5196477695428,21.0893488363096,21.4325927701178,21.7560551866099,21.3078868504235,22.0769799572402,20.6310161712559,20.9811512464126,22.0234105505734,21.7672043990703,21.0026901882162,22.1150004556614,21.1104087537607,21.6237484525745,20.9765276248723,21.5755879475322,21.4125734646191,21.1714992281644,20.614937870877,21.3333309037854,21.3868735349613,21.611050245237,21.7225695021999,20.2777358793512,20.9650281509769,22.5471633090173,20.645905976868,22.3724928696662,22.8203763910769,21.9794341970747,20.8598412500918,21.087219503722,20.4420662204504,20.4073677727171,20.127231006208,21.2558382766928,19.7542904627864,21.1055613602481,21.1787263591197,20.5424198844835,21.3832425883323,21.1390599086606,20.9483596737977,21.5379673027428,20.7370499870242,20.5855193418611,21.2518458540495,19.7925767383839,20.3671956700128,20.5194720338998,18.9595899591942,19.0994105858342,21.0842617911875,20.0949428637933,19.8144890589425,20.5448649400428,20.7424670116974,20.0569263416627,19.7919073684227,20.2454259709521,20.2389200321414,20.4770086770008
"P51884",22.8035243573929,22.9404582422704,23.9479035308383,22.6120986249615,23.2845318476309,22.4266372770191,22.3121928867377,22.8469152653665,22.5630069965882,21.5798671839015,22.5381773255478,23.2977126828039,24.5855148032641,22.3361305910674,22.1679283158792,22.5748655775626,22.7400250836177,23.881645741709,22.6031869079328,22.8095740510085,24.3729537765678,23.2518393544743,23.3054269408947,22.2610943415443,22.9041269637404,22.1093487808363,22.6203157095326,20.6970261718722,23.0907753465997,23.5357783423622,23.0332430150614,22.7523790130657,23.138725365079,22.4400190269239,23.0418046775176,22.7865916959192,22.7936521232341,23.8568903315681,21.6630666056334,23.1553778456213,22.9030414007456,24.6026954673889,23.3660469490375,22.8709462741386,23.3574502544159,22.5985325763097,21.9937307010009,22.6754925697059,22.7366077570852,23.7112458017531,22.7100180304462,22.6168741062695,22.4938881794818,22.0095576793856,23.9553127225534,22.7693921533637,24.369215390761,23.2965947488919,22.7366494554186,23.3458602730374,22.5276862709309,22.8709237988659,22.3907911131859,22.6984191746426,22.6973279767303,23.260970485602,22.2291328662944,21.577831151547,23.007994436465,23.0942204358534,23.0907075171902,21.7312166762698,22.9535233129264,22.6520834507916,24.1640405355816,22.9720220769474,22.3151150033191,22.5053961695084,23.104505336937,22.2558763015723,22.8901640632913,22.7387915818049,23.1582051788724,22.8976043457475,23.6933976234552,23.6738966011473,22.8490866355882,22.8820071214309,21.6693218618828,24.4934242689136,23.0948302679506,22.4168288328897,22.7057614587893,23.9141042409257,23.2244780944542,23.8933972679481,24.2962232188878,23.8215069702556,23.894284154221,23.8494743024967,23.3670258164983,23.2280048316971,23.4848963843096,23.2593284975115,22.9299292777819,23.4528346890406,23.4160840210084,23.0617879623878,23.0705271694957,23.1469020580945,22.9305599533382,23.4834530577314,22.7108308115211,23.3428645056006,22.6623479518547,23.1063894554433,22.7056325982719,23.5401069856268,23.6004164613178,23.6480202448413,23.2016229140585,23.8470104973313,23.5009910003921,23.5249665647439,22.6891224848731,22.9329973019181,23.3959997653282,23.1300246906319,23.5166749716987,23.8252586986624
