"","Q1_TCH","Q2_ZWB","Q3_WJH","Q5_JYJ","Q9_CT","Q11_CCH","Q14_SZF","Q16_CJQ","Q17_CGS","Q20_BXX","Q32_LJM","Q33_JYH"
"P02787",20.2729016771969,19.0448593914938,18.7670456816747,19.6892423544042,19.2471784353615,18.4974747966264,18.9838605497946,19.3729342546966,18.5140395921963,19.0271807715298,18.9255336872373,18.7675240253383
"P02788",13.5021138647205,13.7124190153718,12.8909683292951,16.2364396906518,15.7336450364327,14.0959559301525,13.9204916519512,11.6817805222907,NA,14.7872842013799,14.6941714913884,12.6920283357171
"P02790",20.2757468624461,20.3551818643135,20.2663146094636,19.8982369198458,20.6335600095397,20.6038993638698,20.0525337327986,20.547338309416,20.0822356309214,19.6476512406157,20.2082090475076,20.1736083937591
"P02810",17.2989319477527,16.4764543960969,NA,15.9385901444913,20.0704757468118,NA,17.3261732184848,NA,NA,NA,NA,17.886106887998
"P03950",17.9691696342062,NA,15.7046891373872,18.5367589899892,14.5017987315934,16.9541029552658,NA,NA,NA,14.8406917884914,14.4898183408178,13.9657486695551
"P03951",14.6513270506754,15.9104795490412,15.7817620935501,18.0074694009551,16.1256272874651,15.8857522579665,15.2763183204377,15.1146225863758,17.1849017270807,16.2190568319047,15.7549715474052,16.1293005076936
"P03952",19.473197584814,19.1886504590722,18.665405077181,18.3582196328675,18.3001914663976,18.2178052943633,18.7254021679778,18.7444983572454,18.9691982226058,18.6037088292756,19.0204771636108,18.0519678163556
"P04003",17.4690545199788,17.7381448397662,18.2367284573113,17.7351392250442,17.7098184573342,18.3248264155643,18.338022687081,17.2290452667864,18.1056895642131,17.9829723073004,17.886454951067,18.0500382935052
"P04004",19.5682191842346,19.0291320722328,18.6469552908747,18.8524260314114,19.1005432705484,19.8342982908684,19.2186233050128,19.3080072453664,19.1045954569899,19.5541766053055,19.0130807199904,19.0018101801104
"P04040",NA,NA,13.0762461281924,14.6167900554914,15.2041354615176,NA,NA,NA,15.0706024959243,14.1987755014947,NA,NA
"P04070",13.9212433644482,14.6534917168813,14.7683936796655,14.5198416643924,16.1568762626198,16.1094332582108,14.9907831333339,16.0050421756256,16.5764847575331,15.9680694858884,14.9108938966504,14.6491035918611
"P04075",19.2009462355461,18.7903980998434,18.3289064513414,17.8249976132362,17.9313472496854,17.6019359492532,18.7775017892468,19.1469337010774,17.2336342155221,19.5009328113982,18.740122296484,19.2293457195837
"P04114",18.16800142889,18.1923043638111,18.4366617564689,17.7436084834049,18.0462262694384,18.0470444141964,18.6190730384613,18.3783307746364,17.7905050528333,17.599703631393,17.8342734386267,17.8671038799997
"P04156",NA,14.6862723839142,NA,15.2217987553783,15.0490874279467,15.156084538038,16.2832356415825,16.397012481131,15.3858153128897,17.1985100764331,15.1686730818699,NA
"P04180",18.9870671009789,17.369048078049,17.9085101161291,17.4922142351392,18.3147195371698,17.7683579457908,17.9136561433709,18.1661357272897,17.7883651327666,17.5998615432368,17.5504901273423,16.5319068915054
"P04196",20.7472631745729,19.0172598661703,20.2639676672864,19.3761539874128,19.5083366002386,19.5436014919471,19.9191310640555,18.9201463475246,20.1697030563554,19.1931537553777,19.0256263970321,18.5440870503774
"P04217",22.3636438233146,21.2380994954558,20.0262973170498,22.2576568348234,20.8094080415995,20.3256852680915,21.6229872289587,21.2216988074939,20.2388781090306,21.0539956800908,20.8249482666629,20.4227724817403
"P04264",18.5073598988766,18.5394941904343,18.6236417533123,18.8603739048083,18.0676616535383,18.5422986158028,18.2703044956497,18.6893820271451,19.118332306474,18.250742944847,18.4429067785967,18.8602212692852
"P04275",15.7142949658252,17.4059776377904,15.7145361665925,15.5863355184141,14.4617117245879,15.0780206917902,16.2166355637338,14.0617056849464,12.9266267114862,12.5849881154551,15.7725440717417,17.8780018988092
"P04278",20.3701673608824,19.5542275123301,19.173965981241,18.487581252769,19.1031382898895,19.727616594538,17.1281033028571,19.9243062212731,16.2807221625772,20.8298576851037,19.0872230762032,17.6783116970555
"P04406",15.5394223130792,13.8072561484832,14.8578005584772,15.7114034770488,16.09566232367,13.3899098040757,14.9106007264924,13.9238573588181,13.2563140506866,16.3000058857525,14.0106219180843,16.4427632706717
"P04424",NA,NA,NA,15.8594828564662,NA,16.4309068855928,NA,NA,16.7003674067708,NA,NA,NA
"P04430",17.361656992239,NA,15.8604582588028,14.1835251318674,16.3292816868784,16.5371027092363,14.482646534738,15.2062753808088,15.3800078938818,15.6563008319482,16.7403005729545,15.4994289888177
"P04433",19.6874326567504,17.9094886080503,16.8768243066226,NA,15.8180754956844,NA,17.6267224820179,NA,17.3347399365976,17.7021251847893,17.1717038046309,26.2306897678636
"P05062",NA,NA,NA,17.4543856925099,NA,NA,NA,18.2431149114819,17.165404873987,NA,NA,NA
"P05067",15.0081592079716,15.8832965092776,12.952932109868,16.0947153672553,15.5693245061019,17.1764370780517,16.7063362869187,16.2802368334321,17.0715728440401,16.9551290012255,NA,NA
"P05090",20.2762108256017,19.271689350903,18.9482900830831,19.0981863847344,19.2246842301306,18.8809149558191,20.1702107489534,18.3276729696949,19.0297921783886,19.2166204012446,18.290839331512,18.9132069568275
"P05091",19.5838467732696,NA,17.5396515896282,18.0513191591259,NA,NA,18.1189833394331,NA,NA,NA,NA,NA
"P05106",19.1864810582026,NA,NA,14.9636132019854,NA,16.5555775381261,NA,NA,NA,NA,NA,NA
"P05109",14.4500767829402,14.0683377233126,14.8779876318652,15.60214531872,14.9448366509359,16.487911924567,14.2524809890374,16.3053589167806,14.7128345768228,17.3402927425333,15.7865705702045,16.8031604447909
"P05154",NA,NA,NA,20.3666028796893,NA,NA,NA,18.1713084463956,14.003778295983,NA,NA,NA
"P05155",17.6691733475161,18.1468544394765,18.3773846132858,17.582238445284,17.8797376010696,18.2591697159238,17.2579510300039,17.4249137900365,18.0450117456531,18.2554035960571,17.4597049615652,18.079924712539
"P05156",18.0389819035758,17.9508822581236,18.2285897293152,17.8975213290832,18.4219915509858,19.1425408468184,18.1634200116328,18.629166285621,18.7036010818024,18.7873008562855,17.6015205766658,18.1222498665435
"P05160",15.061634243015,16.6777097919407,15.7932021858058,15.6276293233046,15.0259888856034,16.5896891433594,16.7367135922504,16.294690528758,15.8017417336899,15.8543160914591,15.7977262898544,15.4391781318682
"P05164",16.1866358428537,NA,15.0768255374437,17.7049625186038,16.2315378814806,15.7465277963344,15.9907526349686,14.6769543828913,14.6644643100172,16.9523747683656,15.5411057642565,NA
"P05362",18.3738421053924,18.6289833057883,19.4743128112883,17.4808207282969,19.1361503624983,19.0155593160699,18.4823217629648,19.2002400850192,19.5313126456908,18.4645806243024,19.1738197321848,20.1488366419513
"P05452",20.1897249918253,18.7621603362336,20.1184894281696,19.1271886768916,19.649110097671,19.9776351774407,20.1009657571084,19.0946911550379,19.7108126289538,19.9744316916478,19.3364620298955,18.9472079351273
"P05543",22.6363662624842,21.6382399390411,21.2430135136916,19.3459992526447,20.5907778162315,21.4829372266906,20.9160750506027,20.9760809550877,20.0309788854346,21.036055215472,21.5301957534192,21.4960149780271
"P05546",17.4586545838074,19.1669026677148,18.2098749084916,16.8450271839063,17.9174437326476,19.364280816965,18.1028839002141,17.4377682299934,17.0671359826515,17.6567116653016,18.4205740606529,18.4447835084248
"P06276",19.8701376106065,19.5954426559296,19.9492516511114,18.181419299711,19.8575667314655,20.2876438404981,19.969008369012,20.4211488208412,19.5390829019354,19.5841570576008,19.5423035177715,19.3608372320194
"P06312",18.6220949223082,19.1901162548577,18.0418861708312,17.3729796173843,14.9356269850706,17.8000806174131,18.3654268716648,16.5377595697555,16.1831433487803,18.5031970801354,19.2343836372436,18.3542002528397
"P06396",19.8179547187966,18.6377878320944,18.9240374598182,18.5950613432376,18.695865799137,19.0581420778734,19.2208721199082,18.1859746056091,19.2666683686014,19.2538732564309,18.4190325672224,18.3592027994205
"P06681",17.9720618922994,18.0637400082253,18.3010376051213,17.4553003008673,18.0504456474434,18.2432863020996,17.5522123594428,17.7499457121797,18.4830489564906,17.6483783359948,18.3091680288919,18.5418720833581
"P06702",19.4019836406279,18.9826725145444,19.3960636492774,20.9303053751542,20.5803340942278,20.2010297032001,18.8640726496846,18.3805903017774,16.6183417646918,18.7180005111245,18.2670454837432,18.0385187558228
"P06727",19.5354075731257,19.2345964622704,19.0967423951958,19.7563295701497,19.1900827154224,18.3741075132182,19.8578316409356,19.2242991722603,19.3566237686264,19.032428883292,18.9556467873766,18.2717429803118
"P06753",19.5858548134862,18.6560338703331,18.1571045852346,18.2944199456814,19.1002463954479,18.1739271191492,19.3303924140246,19.8412014364293,18.7388559514655,21.6232992501573,21.4898986129325,19.5415034428571
"P07108",NA,NA,14.4525213689652,15.1998392806418,15.4404244971243,15.78844273288,NA,15.192113683159,16.5018722761033,18.3877439483599,NA,NA
"P07148",NA,NA,NA,16.3045492542597,16.4762030400596,17.2478471030154,17.5294105250454,15.2201824569655,NA,NA,17.5917489290109,NA
"P07195",NA,17.5851591623485,17.0877168001523,17.0857506551619,NA,15.9537433805447,17.1948963433038,NA,NA,NA,17.6380981120403,13.9859933909225
"P07225",20.4694803294992,20.1464476021005,19.3922432195402,19.0867285614636,18.7528040104926,19.3939722127654,19.5901546528045,19.1642898360948,18.4325656012089,18.9273030142094,19.1976755620297,19.9040555839361
"P07307",19.8605822836534,18.0720000736603,19.042871052655,18.1793691852189,18.4335913441378,17.2284418711042,18.9316806314575,18.5970646947389,18.8347920938557,18.1382004248004,18.3569159918184,18.1848160578786
"P07333",14.8227576703233,NA,NA,17.2198859503682,16.0412559961974,14.8048576248823,NA,NA,16.2323614042529,NA,NA,14.7646675203147
"P07339",NA,NA,NA,15.5433501534377,NA,NA,NA,NA,NA,15.9130353040838,15.8425128282674,NA
"P07355",NA,NA,NA,17.1039744631725,15.5807302060421,NA,NA,NA,15.6560580425148,NA,NA,17.444782114953
"P07357",20.0226226261317,18.7156861452399,18.2996397375525,18.0115927295637,18.3029878893303,17.991593081446,19.1728458509583,17.3854895805095,17.7471730089054,16.9608005819831,17.4704551236208,18.0951521626851
"P07358",18.8399316708709,17.7346499636614,17.619227260863,16.8596847622745,17.4965599885241,16.9311514900046,18.3390341630658,17.4296664986478,17.8008823121357,17.0154063397151,17.7702402046637,16.9723362031427
"P07359",19.1341763852238,19.0741936723716,18.8644167160275,16.2588352118288,18.8062562347827,18.9620396239593,18.4159860834657,18.9302509877457,18.3163722433454,19.4846321277859,19.4902706262192,17.6113752278788
"P07360",14.3128363517314,14.9029949277529,14.0156021051864,16.9282850771809,14.2268103807411,15.4389414382242,15.7501886023527,14.67871450284,16.7316003456082,14.995422065054,16.8541689662004,13.8303198313687
"P07437",NA,NA,NA,16.1398523708399,NA,NA,NA,NA,NA,NA,18.607811483213,18.5730849987471
"P07602",19.7415211646688,18.8177030324254,18.7069436214066,17.2941246610518,18.4014717168052,17.8674435719364,18.2931791750438,18.6821881909928,18.6398073886994,18.4937343782787,18.5844181814553,16.3898866682504
"P07711",NA,NA,16.6291845944888,14.4916042536949,18.1196810663787,17.8231746291164,NA,NA,20.9657725308614,17.3683611172798,16.3811684479579,NA
"P07737",NA,NA,15.1743329391345,15.6507161139017,NA,NA,15.5582894063525,16.4128207824547,NA,17.4139946995434,16.9886976454892,16.5979957445738
"P07900",NA,NA,18.8002937489022,18.4209459517851,NA,NA,16.0207358489079,NA,NA,NA,18.4485837374304,17.1826494861713
"P07942",NA,NA,15.2147428462807,16.0896112601257,NA,16.8599368704955,16.7669469163696,17.3480267225656,16.6048604733114,13.9891547149307,16.5697688131741,16.3465536975297
"P07988",13.1059991646534,17.8616134553686,18.014906164596,14.5059871900357,17.2141615244918,17.5390363041474,14.3329659254413,13.3922027544925,14.6873764353848,NA,14.6367016999536,19.2701135039265
"P07996",18.8972725841213,18.3331167833845,17.9376315771123,17.0389141713066,16.1009486061009,16.9914046392663,18.0777839498184,18.4867826974451,17.8205739697566,19.1390477483046,18.9772571656891,17.9262770919928
"P08123",NA,NA,NA,13.9518794705972,NA,NA,14.1746997119442,NA,NA,NA,NA,16.2803990239388
"P08185",18.3769375665196,20.405236434797,19.5947462065903,18.2834075507455,19.8023819177859,19.373654348939,19.0245180059147,19.8627385185988,19.7332645925872,19.5657001821753,18.4408818947368,19.3991997445274
"P08238",NA,17.5348411512647,16.899864705252,15.166634457063,NA,NA,NA,NA,NA,NA,NA,NA
"P08294",NA,14.7666067212493,16.0190911763814,14.4221990074459,NA,14.504825204639,13.7948445039049,16.393433879155,16.3777933215785,14.1606156535972,17.7778757461132,14.2587813059184
"P08319",16.5427186382324,15.1250896281323,15.761128655663,15.5004952609765,NA,NA,16.99586647026,NA,NA,NA,NA,NA
"P08493",NA,NA,NA,17.4788764926067,16.7761155525801,NA,17.6635326642194,NA,NA,NA,NA,NA
"P08519",19.0298774138,18.1990203440272,18.862554181833,17.3416574262118,17.1999978252652,15.0996007835021,18.8635655077303,19.876220351202,18.0454872966513,17.8720994136302,15.9836771861541,16.5787610411816
"P08571",15.4117933895369,15.6745473034291,16.4014791549222,14.8920149209114,15.817093810121,16.9635349795295,14.5456145608571,14.8677862239735,14.731213984223,14.9532351915483,14.6784895836768,15.7339368170062
"P08575",NA,16.4915973785443,18.1010407266024,16.2231440649432,NA,NA,NA,NA,NA,16.3523912029071,16.4323604175699,NA
"P08581",NA,NA,15.8443311391074,15.2771976613688,NA,15.9105573387839,NA,NA,NA,NA,NA,17.1950681754228
"P08603",19.5449854498972,19.6529022786046,18.6814186081107,19.249038673165,18.9266875187278,18.9471121950555,18.8834827705269,19.1945304615528,19.1109463543432,19.1217790019328,18.9035332345576,19.3340854856591
"P08637",18.374531116877,18.4177062027505,20.1548139043282,17.7547769631055,20.7837448918503,20.3047834145725,18.5708728835991,20.1934999281834,20.4043156603983,20.7844602472198,19.423573945074,19.6741463893489
"P08670",NA,NA,NA,15.3035793656159,NA,NA,NA,16.1661962339257,17.5369947914404,18.5790251984904,NA,NA
"P08697",17.5752893046964,16.2327606202132,17.4796092908541,16.6342992285535,17.4292698276197,17.4480294125204,15.8345500564535,17.6223581620647,17.9386376311991,17.5115667917954,17.0985642396073,17.4759566166692
"P08727",NA,NA,16.4762640468217,19.2805702925528,15.3744665705042,NA,NA,16.2406048718055,15.5977891168606,17.2226397457373,NA,16.1299789839288
"P08754",NA,NA,NA,17.5310032988813,NA,NA,NA,NA,NA,NA,17.7045195947813,16.4364638030805
"P08779",20.4371115123884,19.3541810353189,18.3256141421386,18.5129311822228,18.5209883584756,19.0930443031463,20.2515004711864,19.2455172926005,18.5080500287981,19.0183803570401,19.624936685752,20.9831444534105
"P08887",16.7380453817913,16.6314598964181,15.4915983736005,16.1002452050614,NA,15.0194775931675,NA,15.3846262477752,14.5301358118039,15.4044110505161,13.9635071540419,NA
"P09172",19.0947412814256,18.3381623042949,18.3650851493682,17.6421218458907,17.7208854328526,NA,18.5568655394577,18.9889435449905,15.5446376761756,16.5993696651426,17.8755984502539,18.0097743923083
"P09211",NA,19.161444984396,NA,18.1284468809801,16.6499646220943,NA,15.2972202581151,NA,NA,NA,NA,18.2868193730201
"P09486",16.9605641671227,16.1735423595386,16.2175837261568,15.8657850257604,16.6703778435167,17.3580164279251,17.3539054867725,17.4968910653402,17.9840731546779,17.7672225615943,16.8884283660213,15.9187186295044
"P09622",NA,NA,NA,17.0756221507735,NA,NA,18.1598338159459,NA,18.3346071380828,NA,NA,19.2314664581892
"P09871",16.6580560808089,16.3717659606781,18.1156323228619,17.2298691556461,17.7529666562799,18.0332991448124,18.1696658246452,17.3014265013978,17.5860554911821,17.1204739255773,17.2754289620686,18.1641587808609
"P09960",NA,NA,NA,17.2218170005952,19.4937896610196,NA,NA,NA,16.7223478132574,NA,NA,NA
"P0C0L4",17.4420183580018,17.1868179178444,17.8468623025929,17.6677397129476,18.1349311301721,17.5288302680129,18.0608408091476,18.131304140614,16.9173276271376,16.7852808954122,17.5965865401919,18.1572565076114
"P0C0L5",19.9185082916413,19.3866618642501,17.1353809233378,17.9912188777936,18.7243029035844,18.1439634160148,19.8250567494836,20.6507265017057,19.192749785356,19.5662185008608,20.5996224231953,20.4399862622645
"P0CG38",NA,18.0260472589042,17.2987992366524,16.5756433254847,18.2507868107387,17.6860103084959,17.704354791628,19.8331890323581,17.8048781082886,19.2381694479053,19.2069613484753,20.0865978845048
"P0DJI8",NA,12.6268604718552,13.1851854004235,15.8884108116815,12.5392581106676,16.9543588351006,12.6880604546073,13.7528582977492,12.3618211932541,13.9674645268932,12.7948004262868,18.3297269867837
"P0DJI9",NA,NA,NA,16.5514466406335,NA,19.504381728111,NA,NA,NA,NA,NA,20.2125397170997
"P0DOY2",19.9144037264349,20.4846862482952,18.3843438065512,21.0692504511109,20.4166004434612,19.0150012478839,20.4569572588565,19.6221972207423,18.9775353391548,20.4715210062922,20.2785296995312,20.278009487137
"P0DOY3",17.0891915435035,17.5587745955115,14.6066911659065,16.9477694501479,16.5528259122194,NA,NA,17.9266772628776,17.9020373400943,14.7825798909346,17.2782299598351,17.3738095809048
"P0DP02",17.2030332790361,18.0353740131325,16.6040384351024,17.0726620794573,17.2421996066701,16.3192527993536,16.9941314136471,17.8059539073145,17.6740303027203,17.5783184291182,18.2808532152894,16.5748313658864
"P10124",21.1846064528363,19.7293085511753,19.9237715648802,19.421091092202,20.1699724382516,20.8613846046384,19.8367831759715,20.8421332364665,20.8379023207597,20.7370116608092,20.1327442926926,19.5323940608632
"P10643",17.8278368137671,16.985348355814,16.3948401767821,16.5536616834627,15.6690246014259,16.723660246791,16.5243720533377,16.8107731044171,15.7482015892069,17.0929452152879,17.5561456581948,17.3672809685176
"P10645",16.7700090824843,19.4128490269343,18.0863661106256,16.6810865328183,16.616926379018,15.487208038232,17.3272195197067,15.2152668722437,NA,NA,16.3056945576207,16.4330130951255
"P10720",15.8763142348767,16.196806707623,15.729989667502,17.1727035067949,17.3289002997945,16.7678064516371,14.2839648112204,18.2752560011185,16.8074348268836,18.1354651289445,15.7534304593402,16.3809113769222
"P10721",18.3391958710549,17.9909611201877,16.620227431429,17.1693762753814,17.1693626867587,NA,18.3328966458792,17.3956989929576,17.9334848842488,18.1417937298658,16.4638729160283,16.1307008787789
"P10768",NA,NA,NA,18.9094238625733,16.6222278127734,NA,NA,NA,NA,NA,NA,18.7701967974297
"P10909",19.0890699379902,18.8281621833061,18.6306500034895,19.3666794711494,18.5786908930853,19.1478336670993,18.3981743725775,19.3316065317223,19.0088005552405,17.9990115982329,18.7736658164305,18.6000582292273
"P11021",14.2016772836262,13.6806934834424,16.1561641289417,15.5672337481823,15.9736508739661,15.3929496168954,15.4820048016825,16.3124013427945,16.3238265755861,16.343224159716,14.4147805527453,16.4179121726285
"P11047",NA,17.0774152452224,NA,19.4038254197149,18.3928202416854,NA,18.7582371375963,NA,NA,18.7883182226854,NA,NA
"P11142",NA,NA,NA,15.1953765706713,13.324829911004,15.6311766049489,NA,NA,15.6237734582531,NA,NA,16.7054025477039
"P11226",17.7933830819857,20.5760178925684,18.8439502464712,19.0537042800258,17.690768398409,19.987550860188,18.4779747670658,17.3394966279018,16.7514739815546,17.2412306048544,19.838061597443,18.8702594805937
"P11277",NA,NA,16.8149097013049,16.9108721725961,NA,NA,NA,NA,17.3217499931736,NA,NA,NA
"P11362",NA,16.8227900668552,15.3359180415327,13.0989250368663,NA,14.5600141634295,16.8515503508515,16.4047032843296,NA,14.9719504388069,15.648091369542,NA
"P11586",16.7397685540844,17.406124201441,NA,16.0784055076391,NA,NA,NA,NA,NA,NA,NA,NA
"P11717",NA,NA,14.8505482000659,18.5486482289594,NA,16.1592022219795,NA,15.829087805724,16.4317531300842,14.8835426734737,NA,NA
"P11766",19.8268718785579,19.3356801567663,16.6319127272805,19.1576314114314,NA,NA,NA,NA,17.2968650886482,NA,NA,NA
"P12081",19.8699251364302,19.3948950352187,19.4145811917815,19.0876566782315,20.3110363366775,17.9555023983101,19.1776146392374,18.7347164695809,18.8305432715617,19.446849089479,20.1220698986478,17.0260439691962
"P12111",15.9868090878697,16.1907663177862,16.4450637258081,16.0173818483228,13.9980221381875,NA,15.4712453879495,14.8964466447261,15.9308832034754,14.2666811721605,NA,NA
"P12259",17.7413626695969,17.9704644814678,17.0263971011013,16.7197463999357,17.2670070245398,17.6427615384165,17.4853176690505,17.061712633125,17.3820996642057,16.9896925541321,17.2258356332422,17.1312380940934
"P12830",15.0871332248688,16.1288755906144,17.5283771033562,16.1555996789998,15.7589371586162,16.7275389609493,16.3221749064465,17.2301284771042,18.0419037797335,16.0111889166544,18.2957926136948,16.9291948140009
"P12838",NA,NA,NA,16.3931361710874,NA,NA,NA,14.870343117874,NA,NA,16.5161132661753,18.3580715833875
"P12955",NA,NA,NA,14.3299067555302,14.8261670738739,NA,NA,NA,NA,15.2504820930965,NA,NA
"P13489",NA,NA,14.7621836321741,NA,NA,NA,NA,NA,NA,15.2761570118173,15.8301611556736,15.9251771335244
"P13497",NA,NA,NA,15.2510813547011,15.4677648206587,NA,15.4865147958744,15.8465105191454,15.6118234318193,15.4114003241129,NA,15.6053310660072
"P13521",NA,NA,NA,14.5067282836175,NA,NA,17.1058815280386,NA,16.1584519043976,NA,NA,NA
"P13591",17.5848213076833,18.6598365579663,18.1778423060693,17.3293801670387,17.2366549522556,17.1242052405913,18.1066370527253,18.6592916288909,16.4422633830082,18.1527605429402,17.5509452991569,17.005511515723
"P13598",17.8101523119648,17.6749781928405,18.9670273359235,16.0847186254322,17.4190617495213,18.2370934586018,17.1237873352797,17.9317744847857,17.5152888244263,17.4103129420681,17.3829959853808,17.6569837681389
"P13639",18.1942677353737,NA,NA,20.1118648392996,NA,17.3807971349725,NA,NA,NA,NA,NA,NA
"P13645",16.1241715892072,16.9301061767331,16.5545244842491,17.7007700888805,15.8827459280723,18.216511006405,17.2826084890454,17.1695897804192,17.4540567787261,16.9900493859654,16.9059110010932,16.4850486079782
"P13647",18.2722425920132,18.2079353758731,17.2392871482034,16.8526432831799,15.8280929902401,16.9205172391849,17.1791138790626,17.4771816676955,16.4203801134724,16.6652289651297,17.2009155995016,17.6428848812053
"P13667",NA,NA,16.0268800573425,16.6506767417421,17.3622433031484,NA,14.7734775046117,NA,15.0868341300434,16.9778374921709,16.8996825821184,NA
"P13671",17.8768408744622,17.5502208712024,17.5542186466593,17.0728883143544,17.1608163762172,17.9931954020717,17.6916878812972,17.5663337416843,17.3696471266628,17.7445106103354,16.801153223947,18.4490761196092
"P13716",NA,19.3837332546455,NA,16.5017564782602,NA,NA,18.9635397882708,NA,NA,NA,17.8095430852923,NA
"P13796",14.5835243117101,14.2049729984385,15.7228394338025,14.8861532065825,14.7734173377743,15.2695255150082,13.8629358932564,15.2701305465439,14.0691509442447,15.0158474200517,14.7557800206778,17.5173609140686
"P13798",16.8567933677685,NA,NA,17.6362849394072,15.9093004627866,16.8679176388,14.6547624706494,15.363848536478,NA,16.7123065158573,NA,NA
"P14151",NA,NA,NA,15.1559975944368,NA,NA,14.8023836544388,NA,17.5074396241655,16.5527604060207,16.2655552349291,NA
"P14324",NA,NA,17.9073470410451,14.4882749515643,NA,NA,NA,NA,16.0244321991128,NA,NA,NA
"P14543",16.8163196960013,13.8064345354122,16.4000351787978,16.7754499845307,12.2310957864149,NA,15.578442108404,12.8759687805486,15.5503721855022,14.4414552018026,14.1815562915132,14.5389011278999
"P14618",16.1844029500247,15.9259712707694,16.4923459520809,16.2888016976158,14.9825748212769,14.7482313593649,15.2651570530205,14.7320933416326,13.2857968271555,16.6008220436801,16.1429986400198,15.3487988225835
"P14625",12.8519558255669,16.6602593024121,16.3005459689417,14.9082514201038,15.4202667532097,14.6087763798026,16.5163504783878,14.416407875541,14.0402774015095,NA,15.8973424328775,16.960711036001
"P14649",14.4089477185805,14.9937871553524,13.2150518884724,15.0473104390941,14.0397072516687,NA,14.8865609869777,15.9628368344618,13.904949376234,16.8754693373574,16.7550581070539,17.5675462878932
"P14923",NA,17.9592481538445,16.3141397859799,15.3213310195179,NA,NA,16.1535847733267,NA,NA,NA,17.7963594814191,NA
"P15144",16.5130456366075,16.2321733258209,15.8749753161235,15.5878347920926,14.8052220828861,16.8921909797846,15.4266367291853,15.8158045874357,16.4231543231405,16.6210797761279,15.5841914825934,15.3340736242439
"P15151",15.0854782914516,14.7588956385344,15.1092762009307,14.6294627244219,14.7204530320331,15.1030896172315,15.0760283894067,15.7470554375492,16.4399552606539,15.1838192047872,14.5338066166794,15.1345922959757
"P15169",17.3017241816778,19.1361320791696,18.4709875068722,16.9832175465755,17.6397975187516,17.6576044509569,18.4715574166757,18.2815746311107,15.897075379564,16.89042397156,17.6133960385568,18.9910316535887
"P15814",21.5467019679952,21.0529380479527,21.8085289051177,19.0190752608069,19.8014521560221,21.928464991953,17.7716861267766,22.0330821378593,19.5950011642228,18.3870447107017,21.5911977355551,21.7183548667669
"P15924",NA,14.8640692394402,NA,17.9555996732746,NA,17.3618369716866,NA,14.3564511804905,16.8823559885558,15.329409714279,14.890855290817,17.6046714804579
"P16070",NA,16.8939339887182,17.9018191565158,16.7721158236604,18.175021664738,18.1354872248798,17.2208823651316,18.5375686449019,19.3768285994266,18.1013461448177,17.539826216512,18.1147979626913
"P16109",19.667344953009,18.8356635028943,17.7574573887165,17.6953003848111,18.662101368902,18.6246064324472,19.0295151047356,18.9035120488417,18.8423207318951,21.0215530088368,18.8950550868434,NA
"P16152",NA,NA,17.8320228881803,17.5359469192115,NA,16.5143716034173,NA,NA,NA,NA,NA,NA
"P16278",NA,NA,NA,14.6032733782509,NA,NA,14.1187210645852,NA,15.4640758673758,NA,NA,NA
"P16284",18.1068008515391,16.0817474508178,16.1981756771446,15.4772189348943,15.8361239639132,16.009721338318,15.6401581758064,16.9520858465795,16.5189950153254,17.3262722179932,17.1803444631412,16.9338840807626
"P17081",20.9558962685054,19.6243707374979,NA,21.9438342518224,NA,NA,NA,NA,18.0569699657356,NA,17.6132662552203,21.1454227212224
"P17301",NA,NA,NA,16.3023188953237,NA,NA,NA,NA,17.32486206525,NA,17.1401208877009,NA
"P17813",NA,NA,15.9592896897544,14.7552437522064,NA,NA,NA,16.4052548651047,16.2985861707081,15.9549746609212,15.404621596491,NA
"P17858",NA,NA,14.5190651001631,17.5997098801379,NA,NA,NA,NA,17.4313002102601,16.2925232996622,NA,NA
"P17936",19.0718897406745,18.2086522442984,18.6865804896576,17.7915198719813,18.439672197254,18.3063544688232,18.2800247264666,18.9679924002341,18.3228088414985,19.3955125485323,18.3450831751735,16.5174453569489
"P18206",17.2830478802647,17.2318471247105,17.2287162487516,16.7789182377611,17.492576669836,17.3412926476471,17.3999832854693,17.5151413927645,15.5392306693131,18.2728503933774,18.0338397488789,18.9968387283751
"P18428",NA,14.7991024720945,15.9520357937701,16.7465446592422,16.3197745201738,17.0001287622067,NA,16.130148811623,15.639406629575,15.5023890555859,15.1729162291626,19.331398839205
"P18669",NA,17.6546367059868,15.3499413111962,13.9983212957911,NA,NA,NA,NA,NA,NA,NA,NA
"P19013",19.3933988677058,NA,NA,15.5012004272321,17.7629680943554,NA,16.8354527357971,16.6072110800413,NA,NA,NA,18.78836399163
"P19021",18.7326400852112,18.0244238902913,17.9000841703494,16.4744390577067,16.7752098080447,16.9329774047213,17.7871579620886,17.5677829189514,15.0736907069116,16.6397019462268,16.5426898717921,NA
"P19320",14.8833493399539,14.9848597615171,16.6238863047052,15.3081428826884,16.9707488498414,16.3904023474332,14.7094693413722,16.212057728414,16.5614378207417,15.6438019088983,15.1577547692625,17.0623187386119
"P19652",19.6894823133029,19.8272438916461,19.3599624458873,20.4822297929216,19.4863230058156,19.9123384242345,19.2586610909831,19.1788821568596,19.4735318151919,18.8113531025037,19.1707244595826,19.245706129473
